hgnc	chrom	all	syn	mis	non	splice_site	frameshift
ACSM5	16	2.73343845878951e-05	7.88113731551597e-06	1.78762464343878e-05	1.017792055636e-06	5.34114451788178e-07	1.10213947448092e-06
ACSS1	20	3.6598989903938e-05	1.12981498292493e-05	2.37286089075916e-05	8.36431485750897e-07	7.16776971348053e-07	1.3111659265548e-06
ACSS2	20	2.73684587417794e-05	6.94791573178202e-06	1.86072952682998e-05	1.0655015719459e-06	7.28953722275698e-07	1.35867193837453e-06
ACSS3	12	3.03575232280998e-05	8.74036113435153e-06	1.98243957868554e-05	1.10559698101302e-06	6.67335238550619e-07	1.30546520512809e-06
ACTA1	1	3.05956431782836e-05	1.11130454176622e-05	1.87251780979298e-05	5.09337171034979e-07	2.27137058286896e-07	7.18290898895286e-07
ACTA2	10	1.86479317345021e-05	5.0912752419397e-06	1.27004877298939e-05	5.32444692106121e-07	3.10112590820215e-07	7.18290898895286e-07
ACTB	7	2.54928415436283e-05	8.51564428870155e-06	1.64007143487544e-05	3.75102995745001e-07	1.81999828841186e-07	7.14490417948033e-07
ACTBL2	5	1.79511918204546e-05	4.80015429238205e-06	1.24363098279527e-05	6.71294766387627e-07	2.55753314152406e-08	7.16390658424382e-07
ACTC1	15	1.97379953162154e-05	5.53758802561298e-06	1.36270030467707e-05	3.358233017492e-07	2.24315434264726e-07	7.18290898895286e-07
ACTG1	17	2.64099139572418e-05	9.10092484857839e-06	1.65127798738842e-05	6.00886293688052e-07	1.81608891452807e-07	7.14490417948033e-07
ACTG2	2	1.69568478403163e-05	4.42793831946473e-06	1.17332359018375e-05	4.69532171350256e-07	3.12542452025134e-07	7.16390658424382e-07
ACTL10	20	1.60773516628608e-05	5.39620537196745e-06	1.03390967717656e-05	3.02509304794615e-07	2.15352526138303e-08	4.67459156417293e-07
ACTL6A	3	1.50744372062871e-05	3.81722108356647e-06	1.02069018498377e-05	4.34455927443332e-07	5.99174318645317e-07	7.37293303616112e-07
ACTL6B	7	2.35950466778314e-05	7.4201936765726e-06	1.46678452996265e-05	8.52391168727708e-07	6.33174499768497e-07	8.11402682070846e-07
ACTL7A	9	2.3620844543483e-05	7.62355995466894e-06	1.52882394063735e-05	6.67865415178044e-07	2.33236842987357e-08	8.28504846342231e-07
ACTL7B	9	2.92277639515237e-05	1.0601497189258e-05	1.81641126253167e-05	4.24943461259602e-07	1.92121225740251e-08	7.90500036880348e-07
ACTL8	1	2.20202386951572e-05	6.88819738046673e-06	1.44881048191717e-05	5.76836175598202e-07	4.52832384984961e-08	6.97388253681529e-07
ACTL9	19	2.99692664705783e-05	1.04038685881399e-05	1.89911860588478e-05	5.27729755298772e-07	2.56341811980826e-08	7.92400277340818e-07
ACTN1	14	5.09140754030375e-05	1.48353471842671e-05	3.33909184534721e-05	1.65433579160112e-06	1.01991638021018e-06	1.73872003304329e-06
ACTN2	1	4.92885215967982e-05	1.51770778739733e-05	3.1903266107095e-05	1.29093267254092e-06	8.94844591037609e-07	1.70071522357996e-06
ACTN3	11	5.04903083850051e-05	1.46678334959693e-05	3.38959076139771e-05	1.88909204920262e-06	NA	1.71401690686908e-06
ACTN4	19	5.41671046687836e-05	1.74018045829341e-05	3.46371968136516e-05	1.11787973022741e-06	9.9119510311147e-07	1.73301931161562e-06
ACTR10	14	1.74375895205186e-05	4.67367839707548e-06	1.15608401200947e-05	6.43314277836972e-07	5.32633194487483e-07	7.9430051781172e-07
ACTR1A	10	2.011398702868e-05	5.67319071633542e-06	1.29270648958957e-05	9.35167316511951e-07	5.65022670409131e-07	7.16390658424382e-07
ACTR1B	2	2.34553209901815e-05	7.01657836948463e-06	1.52040035039642e-05	7.97373116391422e-07	4.18677119231507e-07	7.16390658424382e-07
ACTR2	2	1.54023778838323e-05	3.68480544743317e-06	1.02577529584807e-05	1.11170127702322e-06	3.28278726541676e-07	7.60096189305892e-07
ACTR3	2	1.60158494157489e-05	3.84684155111652e-06	1.094832699305e-05	7.40585956617668e-07	4.65377810589394e-07	7.96200758300977e-07
ACTR3B	7	2.11670449049908e-05	6.2905614145372e-06	1.35455064888358e-05	8.43496720598409e-07	4.67153696824383e-07	7.96200758300977e-07
ACTR5	20	2.40176715128651e-05	6.54478948489585e-06	1.62831320944982e-05	8.11691131123441e-07	3.52372042808088e-07	1.15534620773226e-06
ACTR6	12	1.49217886525923e-05	3.66374717874705e-06	1.00909303864723e-05	5.97102782693126e-07	5.57291499693084e-07	7.54395467877146e-07
ACTR8	3	2.47958845686812e-05	6.45460042803986e-06	1.62141450335571e-05	1.59701195505078e-06	5.11316099077512e-07	1.18765029577374e-06
ACTRT1	X	1.50308149662154e-05	4.25199463876088e-06	1.03363851895249e-05	4.0637326449543e-07	2.30099965503827e-08	7.16390658424382e-07
ACTRT2	1	2.22780102178601e-05	7.98106812893383e-06	1.38896211302907e-05	3.71265762482109e-07	1.80671440659037e-08	7.18290898895286e-07
ACTRT3	3	1.66918328027676e-05	5.14694472545818e-06	1.11047439775544e-05	3.7698465188943e-07	4.53338311154852e-08	7.0878969652656e-07
ACVR1	2	2.25969956698978e-05	6.47939634450533e-06	1.48343320652744e-05	9.08781179955032e-07	3.55022811064097e-07	9.6912264136507e-07
ACVR1B	12	2.49768862667686e-05	6.84424007724057e-06	1.67580692581116e-05	1.02451001810854e-06	3.35816807751213e-07	1.03943153886272e-06
ACVR1C	2	2.09021363939479e-05	5.62834608322348e-06	1.38448785062742e-05	1.06768338196911e-06	3.47676004232813e-07	9.3871879378049e-07
ACVR2A	2	1.90529169543359e-05	5.12600143657051e-06	1.26238028950157e-05	7.17051609148835e-07	5.57589773582471e-07	9.76723603241623e-07
ACVR2B	3	2.80717105267354e-05	8.63018504053222e-06	1.81021190562685e-05	8.98952169966399e-07	4.27185214255501e-07	9.74823362776155e-07
ACVRL1	12	2.87552701849248e-05	8.8922003907853e-06	1.87410258089991e-05	7.36063438067265e-07	3.60427723043698e-07	9.57721198508745e-07
ACY1	3	2.07650070000468e-05	5.57649842761445e-06	1.4206147145585e-05	3.83307007999423e-07	5.81077618111074e-07	7.77198353566385e-07
ACY3	11	1.80887372219124e-05	5.85407654575433e-06	1.15815061353644e-05	4.37108170055559e-07	2.01776408814199e-07	6.08076951441992e-07
ACYP1	14	1.9047136194012e-06	4.10164278705305e-07	1.39219244853053e-06	4.02344043240145e-08	4.41504943921101e-08	1.06413466503256e-07
ACYP2	2	4.38751749031027e-06	1.20354707779159e-06	2.91599171716438e-06	1.1921958668296e-07	1.35179580010549e-07	1.90024047325581e-07
ADA	20	1.74951164743799e-05	5.24655449368113e-06	1.12388285259664e-05	4.2778380513188e-07	5.64090189354537e-07	6.91687532266619e-07
ADAD1	4	2.10764419850467e-05	5.37257942016627e-06	1.43497641828105e-05	8.93013600774232e-07	4.42303552483456e-07	1.09643875305413e-06
ADAD2	16	3.49015687238664e-05	1.14388863383579e-05	2.23682241054965e-05	6.86729167771342e-07	3.91417142784899e-07	1.26556015518749e-06
ADAL	15	8.28079544069032e-06	2.28783382757911e-06	5.50506539070981e-06	2.02588944189035e-07	2.85307278293369e-07	6.251791157012e-07
ADAM10	15	2.7820041387465e-05	6.65176246313574e-06	1.91536295489613e-05	1.3693842125615e-06	6.30986913331441e-07	1.42328011447035e-06
ADAM11	17	4.24876378147625e-05	1.25537685611675e-05	2.73008425439004e-05	1.33180743177221e-06	1.28795218551527e-06	1.46318516439861e-06
ADAM12	10	4.17785565740413e-05	1.20695982732574e-05	2.73996858819894e-05	1.34087791714432e-06	9.50366559197959e-07	1.72921883065843e-06
ADAM15	1	4.05564034676479e-05	1.11599373956717e-05	2.66352590196009e-05	1.65863533715404e-06	1.08194385709976e-06	1.64180776889721e-06
ADAM17	2	3.55915605510737e-05	1.02149903400043e-05	2.33162870548799e-05	1.25501432313672e-06	7.91663686407298e-07	1.56769839043632e-06
ADAM18	8	2.65686239729429e-05	7.03806482122895e-06	1.78403432672516e-05	8.34777476557365e-07	8.42406665802443e-07	1.40617795020614e-06
ADAM19	5	4.35306644431451e-05	1.28055415668018e-05	2.79623949772573e-05	1.66426465950856e-06	1.07755723091235e-06	1.74632099493773e-06
ADAM2	8	2.69215065999597e-05	7.09705061505088e-06	1.80736944759102e-05	8.9828808490573e-07	8.31119678090418e-07	1.39857698832433e-06
ADAM20	14	2.7251239530383e-05	7.19790992966851e-06	1.90061712911348e-05	1.01013943676164e-06	1.74969530411329e-08	1.47648684771666e-06
ADAM21	14	2.61141721076152e-05	7.11257748125854e-06	1.7956173592887e-05	1.01667411386108e-06	1.60301396795227e-08	1.37387386214962e-06
ADAM22	7	4.10368120611763e-05	1.13252500679652e-05	2.66158295793273e-05	1.52817281821411e-06	1.55483858693355e-06	1.72351810924265e-06
ADAM23	2	3.2420428602284e-05	8.59546143372729e-06	2.13591605486562e-05	1.25230872768433e-06	1.19567437525685e-06	1.5829003142338e-06
ADAM28	8	2.90999291811967e-05	7.70982898842722e-06	1.93781837653659e-05	7.68478537809583e-07	1.21871692903372e-06	1.47458660725266e-06
ADAM29	4	2.95496549064792e-05	7.50385321851408e-06	2.08880284858376e-05	1.11984364699872e-06	1.69816924059092e-08	1.56009742854503e-06
ADAM30	1	3.1157712384962e-05	8.22510983529018e-06	2.15843137302862e-05	1.30742881806191e-06	2.55508849678081e-08	1.50309021435339e-06
ADAM32	8	2.44633662305654e-05	6.55185208914662e-06	1.68003892156741e-05	1.09086655395875e-06	NA	1.49738949292711e-06
ADAM33	20	3.84519834715393e-05	1.20820510686014e-05	2.44721241917077e-05	1.12315392964449e-06	7.55704075121899e-07	1.54679574523308e-06
ADAM7	8	2.88023033541706e-05	7.81527259561181e-06	1.8978229583074e-05	1.05987599311103e-06	9.30225398758798e-07	1.43468155731082e-06
ADAM8	10	3.61066446705579e-05	1.09384819725594e-05	2.36570928238761e-05	6.3666208176284e-07	8.54932859796336e-07	1.56769839043632e-06
ADAM9	8	3.26980647822044e-05	8.6042192143112e-06	2.169866008964e-05	1.34206901435101e-06	1.03302072309902e-06	1.55819718805643e-06
ADAMDEC1	8	1.58181689772014e-05	4.38650805736608e-06	1.0299438474248e-05	5.01280253346906e-07	6.12098148656278e-07	7.44894265515495e-07
ADAMTS1	21	5.18500777623096e-05	1.70703499400957e-05	3.2888077667473e-05	1.52432292034811e-06	3.54583661049247e-07	1.83943277811843e-06
ADAMTS10	19	6.55022430970204e-05	2.02091579541311e-05	4.26139091249241e-05	1.62125799553e-06	1.03982953866243e-06	2.09786548245906e-06
ADAMTS12	5	6.87262972925391e-05	1.93454203604436e-05	4.59480682833374e-05	2.38392277333592e-06	1.03559856737616e-06	3.03088355482069e-06
ADAMTS13	9	7.49815543048704e-05	2.19623863120216e-05	4.99617636551e-05	1.80438679325269e-06	1.23550296015436e-06	2.71354339580833e-06
ADAMTS14	10	6.42079456894236e-05	1.82741269402614e-05	4.25949715405052e-05	2.07726622261679e-06	1.23645215771175e-06	2.33159506070096e-06
ADAMTS15	11	6.31949577284494e-05	2.01695456424489e-05	4.10549972220826e-05	1.63518875826435e-06	3.17278468586821e-07	1.80712869007704e-06
ADAMTS16	5	6.05982285192515e-05	1.75756649524419e-05	3.98595341107306e-05	2.10974943883296e-06	1.03457845570255e-06	2.32779457973542e-06
ADAMTS17	15	5.49079470965127e-05	1.75966604665781e-05	3.42133901230982e-05	2.01466390210383e-06	1.06142795581113e-06	2.08266355869628e-06
ADAMTS18	16	5.4595318667725e-05	1.51924012845697e-05	3.51139637415507e-05	3.3651132360976e-06	9.02360418958366e-07	2.32209385833713e-06
ADAMTS19	5	4.30716041402298e-05	1.08423581363649e-05	2.89200212116627e-05	2.3257437672671e-06	9.6399498108333e-07	2.295490491666e-06
ADAMTS2	5	7.18794492620822e-05	2.31241398055967e-05	4.63321112259055e-05	1.60162342360064e-06	8.07926015164406e-07	2.30309145358463e-06
ADAMTS20	12	7.14616621532503e-05	1.87570377601621e-05	4.86953472493605e-05	3.98623422958134e-06	NA	3.63135954434994e-06
ADAMTS3	4	5.01554870424025e-05	1.26833396363299e-05	3.42827294753277e-05	2.1154073160031e-06	1.04891867337987e-06	2.2916900107247e-06
ADAMTS4	1	4.17523888918401e-05	1.1728052303204e-05	2.84065520730419e-05	1.23637230112153e-06	3.60934014338306e-07	1.59240151658736e-06
ADAMTS5	21	5.2789279091857e-05	1.65217061520328e-05	3.45641321932573e-05	1.37277590293599e-06	3.11807481939749e-07	1.76912388059569e-06
ADAMTS6	5	4.44631281679471e-05	1.08161424133914e-05	3.04412483717333e-05	2.04396313061906e-06	1.14100696407643e-06	2.12446884909802e-06
ADAMTS7	15	9.65362843073568e-05	3.01047192294057e-05	6.28119626889023e-05	2.46382470489067e-06	1.135936004967e-06	3.20570567838902e-06
ADAMTS8	11	4.06050720385138e-05	1.30574616878773e-05	2.6050388105704e-05	1.16221544922915e-06	3.12598584156139e-07	1.69121402117854e-06
ADAMTS9	3	9.31300480999374e-05	2.60275171671482e-05	6.10222830983632e-05	4.26545758380543e-06	1.78917261813672e-06	3.67886555620314e-06
ADAMTSL1	9	9.04608058847686e-05	2.72602128939896e-05	5.95120882770474e-05	2.99813304168775e-06	6.73352546166334e-07	3.35012395435523e-06
ADAMTSL2	9	4.29529671636412e-05	1.44407305224023e-05	2.69385175324895e-05	1.03423382445208e-06	5.20401447542963e-07	1.8090289305209e-06
ADAMTSL3	15	7.34173192672619e-05	1.9150635533852e-05	4.97295639660416e-05	3.1664132922065e-06	1.35085820392089e-06	3.21520688072659e-06
ADAMTSL4	1	5.7626600014306e-05	1.52924322313011e-05	3.94473852391763e-05	2.17313062820068e-06	6.95855092599092e-07	2.04275850874236e-06
ADAMTSL5	19	2.55929022873216e-05	7.92647815451894e-06	1.64980048397596e-05	8.16321946489376e-07	3.35216216615517e-07	8.96913503368302e-07
ADAP1	7	1.8393308542756e-05	5.63362683989611e-06	1.15934620142873e-05	8.11377057201251e-07	3.36733376352734e-07	7.12590177474673e-07
ADAP2	17	1.62503066167539e-05	4.16796181569003e-06	1.07778327900298e-05	8.62086939141782e-07	4.21620424595431e-07	7.25891860780864e-07
ADAR	1	4.20318984927631e-05	1.14997537169693e-05	2.8554044731539e-05	1.38347662223242e-06	5.68169675647593e-07	1.77102412105818e-06
ADARB1	21	3.76511532903318e-05	1.16995459421204e-05	2.49505936746987e-05	6.2312660135791e-07	3.57025860319553e-07	1.40997843115897e-06
ADARB2	10	4.7895301502302e-05	1.6542217087579e-05	3.01325718483558e-05	7.3015644631851e-07	4.70943685031795e-07	1.40617795020614e-06
ADAT1	16	2.04211937722806e-05	5.83327814930961e-06	1.32349472749688e-05	9.74618266904309e-07	3.59380108783829e-07	9.55820958056637e-07
ADAT2	6	9.66334163582473e-06	2.85041413950507e-06	6.17724029561982e-06	3.88001325576296e-07	2.3114713364998e-07	3.64846170862134e-07
ADAT3	19	1.67001468818545e-05	5.95291684158675e-06	1.04151165548378e-05	2.13302016827951e-07	1.00276575007063e-07	6.68884646588924e-07
ADC	1	2.1807454432797e-05	6.86314241518819e-06	1.38390448291263e-05	7.28105853948821e-07	3.5822354999496e-07	8.76010858171639e-07
ADCK1	14	2.79874997727018e-05	8.36173468949218e-06	1.83490591262431e-05	8.57250919563345e-07	4.01460701198213e-07	9.95726007977503e-07
ADCK2	7	3.38852304586909e-05	1.07021331447581e-05	2.18746016411482e-05	9.79753655515314e-07	3.06368434962449e-07	1.19145077672943e-06
ADCK3	1	3.46942027109424e-05	1.08680886544928e-05	2.24784453716052e-05	7.89039672542387e-07	5.38222766323757e-07	1.23135582666809e-06
ADCK4	19	3.00857582860419e-05	8.3576342880737e-06	2.0206072373088e-05	9.08222461051868e-07	5.87607461406311e-07	1.03563105793242e-06
ADCK5	8	2.71366675018941e-05	8.47680278476834e-06	1.77088224641412e-05	4.75278378242502e-07	4.58159254639535e-07	1.10403971496079e-06
ADCY1	7	6.16789333090362e-05	1.98244411736192e-05	3.94787416186009e-05	1.38408816673366e-06	9.71917328334574e-07	2.12826933004562e-06
ADCY10	1	6.15976034337142e-05	1.63158163787045e-05	4.11304222203658e-05	2.64880182921446e-06	1.48831149712517e-06	3.06128740242063e-06
ADCY2	5	5.71732458341806e-05	1.75623192658635e-05	3.71038826410482e-05	1.4200636389867e-06	1.06907239520243e-06	2.07506259680147e-06
ADCY3	2	6.59275766629006e-05	2.03414973319894e-05	4.30687250768607e-05	1.51683623808005e-06	9.8267236213281e-07	2.17577534189841e-06
ADCY4	14	5.48651457327651e-05	1.6680611574236e-05	3.55900704357425e-05	1.59635544482945e-06	9.8012754327314e-07	2.04845923016637e-06
ADCY5	3	7.2250617383058e-05	2.36938776961392e-05	4.61128079091494e-05	1.40676775601021e-06	1.01834403993269e-06	2.39810347725924e-06
ADCY6	12	6.59499387426815e-05	1.84274352963301e-05	4.52959243714668e-05	1.24115351231817e-06	9.71753700058066e-07	2.22138111322663e-06
ADCY7	16	5.95539312628099e-05	1.91206300428534e-05	3.82610999152554e-05	1.13959437820238e-06	1.01460654246045e-06	2.05415995157388e-06
ADCY8	8	5.78590678072548e-05	1.71906271200646e-05	3.80466953782785e-05	1.7150417660919e-06	8.86826023152057e-07	2.37910107249212e-06
ADCY9	16	8.05557194323126e-05	2.75263600816163e-05	5.08837813586116e-05	1.64766018818605e-06	4.78893720535257e-07	2.57292560079355e-06
ADCYAP1	18	1.25196793878712e-05	4.56629822679716e-06	7.590621720501e-06	2.33369417907036e-07	1.08934756923316e-07	3.3634256376488e-07
ADCYAP1R1	7	2.14967584128277e-05	6.04482651551094e-06	1.38817431940561e-05	9.2114673416017e-07	6.31044129716269e-07	9.44419515200893e-07
ADD1	4	3.23012075967249e-05	9.75843093738719e-06	2.08811157629056e-05	1.02726315171483e-06	6.21202911922011e-07	1.25985943375476e-06
ADD2	2	3.54770957462181e-05	1.08939252845497e-05	2.23671161701934e-05	1.48811490214364e-06	7.08228701257408e-07	1.22375486477727e-06
ADD3	10	2.67537446267472e-05	6.87246509507523e-06	1.80099248337003e-05	1.28963983740584e-06	5.68095719267074e-07	1.34347001460145e-06
ADH1A	4	1.46313645659494e-05	4.03686295749201e-06	9.96632647149088e-06	2.55284604476907e-07	3.56204230610238e-07	7.14490417948033e-07
ADH1B	4	1.62412266233308e-05	4.83640619567934e-06	1.07854043325433e-05	2.45832473614498e-07	3.56897055261567e-07	7.14490417948033e-07
ADH1C	4	1.54634848118973e-05	4.47028413283949e-06	1.07058170181584e-05	2.54152139906211e-07	NA	7.14490417948033e-07
ADH4	4	1.38818371445719e-05	3.78158136944412e-06	9.38421264772933e-06	3.44491842352203e-07	3.55054936179235e-07	7.23991620301097e-07
ADH5	4	1.42202760554568e-05	3.93480736055024e-06	9.82516005384362e-06	4.47292572302421e-07	NA	7.12590177474673e-07
ADH6	4	1.32806099082159e-05	3.5369310343655e-06	9.07120258026494e-06	3.06875889146654e-07	3.52879101173285e-07	7.14490417948033e-07
ADH7	4	1.50777298616292e-05	3.99309117375931e-06	1.03586256523842e-05	3.56448971249741e-07	3.52874966788074e-07	7.35393063151842e-07
ADHFE1	8	1.92513664490956e-05	5.71648469758811e-06	1.25023622081096e-05	4.68209161444487e-07	5.51311760407329e-07	8.89312541475276e-07
ADI1	2	8.57029013450827e-06	2.63388110845476e-06	5.53307907296622e-06	2.75487539354388e-07	1.08349984330881e-07	3.42043285183443e-07
ADIG	20	3.17441983059931e-06	9.68042127063581e-07	2.04668695168527e-06	1.41857756366193e-07	NA	1.53919478334199e-07
ADIPOQ	3	1.0813745578197e-05	3.26324547321439e-06	7.15217444022618e-06	3.34469993808535e-07	4.24281981700094e-08	4.65558915942816e-07
ADIPOR1	1	1.67500985244452e-05	4.39090810955648e-06	1.16170480440223e-05	4.59864783040253e-07	2.64289484719813e-07	7.14490417948033e-07
ADIPOR2	12	1.52341766241045e-05	3.729426002942e-06	1.05246658218229e-05	6.94546687940189e-07	2.63102738466479e-07	7.35393063151842e-07
ADIRF	10	2.43907377428485e-06	8.02410226458183e-07	1.50440371314387e-06	5.89207177100204e-08	4.56525368888485e-08	1.46318516439861e-07
ADK	10	1.2052322510239e-05	3.15991465555936e-06	8.03960996382561e-06	3.96976716512361e-07	4.34466893556727e-07	6.57483203742308e-07
ADM	11	1.40251618408268e-05	4.22599200022031e-06	9.28014336944474e-06	4.12474493996735e-07	8.78213938111596e-08	3.53444728027277e-07
ADM2	22	5.70624365855703e-06	1.48136340659097e-06	3.84448153186984e-06	3.64061734359901e-07	NA	2.83135830513633e-07
ADM5	19	1.12166484245718e-06	4.18880627507984e-07	6.95989297587217e-07	6.79491736895886e-09	NA	2.92637032883778e-07
ADNP	20	4.11851752726359e-05	1.12515320723255e-05	2.79483147349814e-05	1.8867355418692e-06	8.5306072777823e-08	2.09596524200024e-06
ADNP2	18	4.67770223948818e-05	1.45278457506035e-05	3.08309418401529e-05	1.31108232151034e-06	8.83906198351944e-08	2.15107221571442e-06
ADO	10	1.57985594648366e-05	5.74308790392326e-06	9.74997817598883e-06	3.05493385171452e-07	NA	5.14965168247102e-07
ADORA1	1	1.88577387636825e-05	6.24854871941624e-06	1.22312306699428e-05	3.11434345131135e-07	4.56296242933834e-08	6.21378634754241e-07
ADORA2A	22	2.333136863499e-05	7.39056469851577e-06	1.52749944848719e-05	5.98474582967142e-07	4.58898078691516e-08	7.84799315461154e-07
ADORA2B	17	1.71561301453181e-05	5.71608742619059e-06	1.08871960998533e-05	4.80715384293095e-07	4.35908691682077e-08	6.32780077599548e-07
ADORA3	1	1.25989705797424e-05	3.63446800748794e-06	8.52922666853259e-06	3.69540186309202e-07	4.44242982332892e-08	6.06176710972539e-07
ADPGK	15	1.64410579948325e-05	4.87453391983686e-06	1.06605813952784e-05	6.43477866025098e-07	2.43705706341577e-07	9.44419515200893e-07
