gene	gene_id	R2	p_value_adj
PPP1R3F	ENSG00000049769	0.792258484404086	5.68556686913274e-27
HEXB	ENSG00000049860	0.762401017085841	2.89449436421913e-19
KIAA2022	ENSG00000050030	0.817479787195455	1.36475994798958e-49
JKAMP	ENSG00000050130	0.734027884636106	6.51567366125284e-22
DKK3	ENSG00000050165	0.843047392046647	9.26759530095623e-40
ARHGEF5	ENSG00000050327	0.906800845064203	5.88849998395309e-62
NFE2L3	ENSG00000050344	0.865591847876894	1.97462642312584e-62
MCUR1	ENSG00000050393	0.677596421553574	3.41051510399611e-14
LIMA1	ENSG00000050405	0.77563321291914	4.2880778581295e-22
LETMD1	ENSG00000050426	0.503551627684952	5.15393545647412e-08
SLC4A8	ENSG00000050438	0.773707591465938	4.72305773026213e-24
LAMC3	ENSG00000050555	0.802332768834725	1.35470134321878e-24
PTGER3	ENSG00000050628	0.567764481218996	2.00835741452579e-12
TNIP3	ENSG00000050730	0.338888195137026	1.64128894168506e-16
MAPK9	ENSG00000050748	0.690368702499718	1.57096363579081e-16
COL23A1	ENSG00000050767	0.643284428810142	1.47452413856247e-13
BCAR1	ENSG00000050820	0.81272193873323	2.96929076690016e-31
FAM160A2	ENSG00000051009	0.514256359258253	1.66128935344035e-08
HERPUD1	ENSG00000051108	0.671934677481516	2.57939353090388e-12
HOMER3	ENSG00000051128	0.786980682487662	1.58007200176981e-24
PIK3CB	ENSG00000051382	0.581218641295666	1.86348266133179e-11
CYBA	ENSG00000051523	0.611678726189465	6.68122269204910e-12
HEBP2	ENSG00000051620	0.561004841742838	2.97981821427028e-08
PLEKHA5	ENSG00000052126	0.564328384048202	2.39711040645227e-10
PRSS8	ENSG00000052344	0.874986052641546	1.75513746149047e-41
SIKE1	ENSG00000052723	0.598316969008923	1.13172702150255e-11
RRP12	ENSG00000052749	0.790256631796169	3.12126052798871e-27
MSMO1	ENSG00000052802	0.701570461342509	9.09674444253926e-17
TTC17	ENSG00000052841	0.748374472545798	2.02900717651921e-21
METTL24	ENSG00000053328	0.757730867264437	1.11842758285009e-32
NNAT	ENSG00000053438	0.923547373561004	7.39351783915107e-68
USE1	ENSG00000053501	0.703375361075506	5.77429218911673e-16
MCF2L2	ENSG00000053524	0.605597035886503	6.75199004708127e-13
NRIP2	ENSG00000053702	0.914140622015692	1.64887001462571e-71
LAMA3	ENSG00000053747	0.666832278257525	2.1559805206121e-11
AP5M1	ENSG00000053770	0.70881500616415	3.83309598330372e-15
KCNQ1	ENSG00000053918	0.901202816859365	6.14419256499024e-57
PHPT1	ENSG00000054148	0.874250259914826	6.4909870572275e-42
ENTPD2	ENSG00000054179	0.603313336901315	3.95889803071173e-10
ARID4B	ENSG00000054267	0.706018448968724	8.02030948340403e-15
OPN3	ENSG00000054277	0.79445551871517	2.63789170197613e-26
PTPRN	ENSG00000054356	0.587739811341102	2.364502234071e-11
FOXC1	ENSG00000054598	0.847375530766006	1.38190726171176e-39
TBC1D22A	ENSG00000054611	0.590063447787336	5.49146815885263e-11
PLEKHH1	ENSG00000054690	0.665064900567126	1.09657259597702e-15
ATP9A	ENSG00000054793	0.781618253759655	2.08569665353002e-22
CBLN4	ENSG00000054803	0.428834978747061	2.82796938139337e-08
RELT	ENSG00000054967	0.609590750801696	6.98340885652501e-13
GALC	ENSG00000054983	0.52643323083054	5.44459637547701e-09
KCNH2	ENSG00000055118	0.924004046534058	1.0667366177229e-82
FAM114A2	ENSG00000055147	0.727310934784318	4.48760073369889e-18
GINM1	ENSG00000055211	0.789998897392454	5.65618834051798e-26
EIF2AK2	ENSG00000055332	0.478888643560874	7.05014663018288e-09
MCOLN3	ENSG00000055732	0.738500993980212	5.4947209175824e-20
CCDC85A	ENSG00000055813	0.849963156478932	4.794897136433e-31
PUM2	ENSG00000055917	0.704798903980897	3.38603934513812e-17
ITIH4	ENSG00000055955	0.273097200342396	2.63647211783421e-10
ITIH1	ENSG00000055957	0.645134988353287	9.80084866064516e-11
ZNF280C	ENSG00000056277	0.669802419956537	1.55744091443824e-14
NPFFR2	ENSG00000056291	0.502604515160473	7.05945340198212e-43
PHF21B	ENSG00000056487	0.863144502827147	5.04600020210346e-65
TRAF3IP2	ENSG00000056972	0.663053888520639	2.23323043270353e-11
GYG2	ENSG00000056998	0.717419387096355	8.13712890202087e-17
DCBLD2	ENSG00000057019	0.791650044866981	1.70502627835193e-29
SOAT1	ENSG00000057252	0.71261642845147	1.13305297382483e-15
PKP2	ENSG00000057294	0.900530996128688	1.30048522859023e-76
F7	ENSG00000057593	0.698252704794973	1.29189353987239e-17
GDI2	ENSG00000057608	0.491622485787731	2.7025905228023e-06
PRDM1	ENSG00000057657	0.466905772237558	1.29505647542408e-07
ATG5	ENSG00000057663	0.714021599235829	1.06287159796789e-15
TMCC3	ENSG00000057704	0.906426777803853	2.80891419378231e-60
MTA3	ENSG00000057935	0.866302996199551	6.77546458706237e-42
USP13	ENSG00000058056	0.819234726497043	3.59146794978289e-27
SEC61A1	ENSG00000058262	0.506338885244596	5.4199394307059e-07
CAMK2B	ENSG00000058404	0.915367374981982	5.97760121741832e-61
CROCC	ENSG00000058453	0.712523661555283	5.87512723384718e-20
POLR3E	ENSG00000058600	0.786647732237086	8.72641122947121e-27
ATP2B4	ENSG00000058668	0.667553911820654	1.69458089103792e-15
ZC3H11A	ENSG00000058673	0.71570363590154	3.54360378796718e-17
RIOK2	ENSG00000058729	0.668560689321995	1.48085327048419e-15
YIPF1	ENSG00000058799	0.73528503157659	3.84473866999356e-19
NDC1	ENSG00000058804	0.520841098871446	1.11082308173524e-07
FLYWCH1	ENSG00000059122	0.612660015190503	4.20055546072423e-12
TBXAS1	ENSG00000059377	0.914033203977242	3.68495427184201e-63
PARP12	ENSG00000059378	0.912982688451554	2.30812289508222e-69
ALDH18A1	ENSG00000059573	0.686294656758787	1.02267805535732e-14
PET112	ENSG00000059691	0.832347794423733	6.91462300736149e-35
PSD	ENSG00000059915	0.526010122221536	4.17175715204481e-08
CTDP1	ENSG00000060069	0.755743797367415	9.83586056654313e-23
YBX3	ENSG00000060138	0.756022748968227	1.51798574887684e-22
STYK1	ENSG00000060140	0.228250123665948	4.12516398661946e-10
CCAR1	ENSG00000060339	0.690439420355446	6.48077045423747e-16
OGFR	ENSG00000060491	0.735222664548301	6.02817883409245e-19
PIGV	ENSG00000060642	0.482732785651132	7.63219985888546e-07
PTPRU	ENSG00000060656	0.734840525332064	1.16694622684813e-17
SNRNP40	ENSG00000060688	0.69699829990588	7.44757436426324e-16
RIMBP2	ENSG00000060709	0.760589991337934	3.39176374218849e-26
MPC1	ENSG00000060762	0.886539733738637	1.39997518779222e-50
ACAA1	ENSG00000060971	0.697586816349373	2.63273107914904e-15
BCAT1	ENSG00000060982	0.800102696879553	1.52605418425864e-26
HDAC7	ENSG00000061273	0.714861374844582	1.4060616004681e-20
LZTS1	ENSG00000061337	0.833565160075819	7.22562958860061e-29
PRDM6	ENSG00000061455	0.714192841491983	1.47326232459583e-17
SPAG4	ENSG00000061656	0.537909550206175	4.19728274209985e-09
NCKAP1	ENSG00000061676	0.597208103830112	2.94926612509322e-10
MRPS35	ENSG00000061794	0.58283887684881	3.49817718029888e-10
GUCY1B3	ENSG00000061918	0.675351082246372	2.19926153482892e-15
SFSWAP	ENSG00000061936	0.747965775661943	3.209831449564e-19
TNK2	ENSG00000061938	0.812892510190987	3.35256549862135e-29
MON2	ENSG00000061987	0.621276807843576	2.36740230656364e-13
CDH3	ENSG00000062038	0.835806159600984	1.4111677639312e-35
GPBP1	ENSG00000062194	0.770378731234191	5.48219990037756e-25
DGAT2	ENSG00000062282	0.618126397363522	2.83450110547873e-10
ZNF112	ENSG00000062370	0.6751433336789	5.59402498534446e-16
CS	ENSG00000062485	0.747796920358468	1.78732713365416e-22
LTK	ENSG00000062524	0.5345104843249	2.37626650284893e-10
ELMO2	ENSG00000062598	0.605567912519682	3.41385631492343e-11
WAPAL	ENSG00000062650	0.504776012708435	2.22990096176365e-06
APPBP2	ENSG00000062725	0.778712894281187	3.8117425182566e-21
POLD1	ENSG00000062822	0.763168423601993	7.81885400400467e-26
SEZ6	ENSG00000063015	0.516077064275356	1.94321719817216e-09
GLTSCR1	ENSG00000063169	0.781959664763617	2.18666728068654e-29
SPHK2	ENSG00000063176	0.510264148951576	3.23982834954316e-08
RPL18	ENSG00000063177	0.684533089512248	1.03442399371879e-14
CA11	ENSG00000063180	0.898030842731734	2.56873613910933e-61
ISOC2	ENSG00000063241	0.807186229888769	1.84014932260377e-28
U2AF2	ENSG00000063244	0.778099552244619	6.4657692162066e-29
EPN1	ENSG00000063245	0.768265100623299	5.40418660280272e-24
MTMR1	ENSG00000063601	0.540890119000016	2.71420808539834e-09
GPC1	ENSG00000063660	0.789350834663014	2.27016882394104e-26
ADCK1	ENSG00000063761	0.688876455907977	9.21435382971261e-18
HAGH	ENSG00000063854	0.911587972492702	2.85859022144995e-70
CASP8	ENSG00000064012	0.704450742032942	9.01131218060896e-16
ASUN	ENSG00000064102	0.585075603934807	9.49703443350168e-10
TM7SF3	ENSG00000064115	0.659401503245142	6.07817513737976e-13
DLX3	ENSG00000064195	0.566097858295716	2.60984090742351e-24
SPA17	ENSG00000064199	0.621977151208699	9.70550836471389e-13
TSPAN32	ENSG00000064201	0.73792315897669	1.93641122584608e-21
WISP2	ENSG00000064205	0.359710841763037	3.3895711180309e-16
DMRT3	ENSG00000064218	0.912577540308088	2.83209323417293e-99
TAF2	ENSG00000064313	0.688603882069799	1.50343411698741e-15
RFXANK	ENSG00000064490	0.73802397932333	2.16822712711609e-21
TMEM161A	ENSG00000064545	0.670451249895193	2.32942943378797e-14
LPAR2	ENSG00000064547	0.848552902997784	5.57830752862059e-32
SUGP2	ENSG00000064607	0.521103235228696	1.29684614463751e-08
SLC12A2	ENSG00000064651	0.682074776907079	9.5422685052289e-15
SNX24	ENSG00000064652	0.793338341911188	2.42065328318139e-22
EYA2	ENSG00000064655	0.515846595826018	3.21554549638532e-07
CNN2	ENSG00000064666	0.746308263061267	1.74050401334966e-23
ABCA7	ENSG00000064687	0.758990142868616	2.08495073837876e-21
SNCAIP	ENSG00000064692	0.666660002737581	1.22614537311444e-15
BTBD1	ENSG00000064726	0.670650720250901	1.18731598451396e-14
FAR2	ENSG00000064763	0.838125448905603	6.23103827084521e-33
BCAS1	ENSG00000064787	0.677840218499632	1.82757011655684e-21
SBNO2	ENSG00000064932	0.756248723998922	8.81785868032231e-24
HMG20B	ENSG00000064961	0.771068700672996	2.4962529697549e-28
ANKS1A	ENSG00000064999	0.838707637795805	3.50217564710988e-34
AP3D1	ENSG00000065000	0.777398981606756	4.43330479174005e-25
ZNF76	ENSG00000065029	0.743517427050826	2.98842476404838e-20
SLC9A3R2	ENSG00000065054	0.784887901712208	3.95026928131153e-25
NTHL1	ENSG00000065057	0.812491724931087	8.29884512651571e-34
GNAI3	ENSG00000065135	0.719697625914229	5.46773123954834e-16
OAT	ENSG00000065154	0.728632773845082	1.67429717758299e-16
WDR3	ENSG00000065183	0.530965788791691	9.72986129270209e-08
WDR18	ENSG00000065268	0.64143528378581	1.00055558347606e-12
TRAM2	ENSG00000065308	0.529745242917916	2.84799351946045e-09
ERBB3	ENSG00000065361	0.860669459968231	1.13228324558623e-41
ANKRD44	ENSG00000065413	0.473035440682723	2.58446455394415e-07
NDUFB4	ENSG00000065518	0.82681043199793	1.70940111027888e-32
MYLK	ENSG00000065534	0.742851258391365	7.69878154527215e-21
ZC3H15	ENSG00000065548	0.560604512995361	1.7187980692412e-09
MAP2K4	ENSG00000065559	0.678916807575226	2.2789730954213e-15
TMEM206	ENSG00000065600	0.844250886697512	5.50216270081666e-37
SNAP91	ENSG00000065609	0.590797312342197	2.26256129323337e-10
CYB5R4	ENSG00000065615	0.692841602128035	2.50783537627065e-15
GSTO2	ENSG00000065621	0.935838818319453	2.79195404331639e-103
SEC61A2	ENSG00000065665	0.459938901634783	1.93627396996228e-06
PRKCQ	ENSG00000065675	0.830364647175369	9.42819645914569e-47
TLE2	ENSG00000065717	0.80412442859976	7.07120995855957e-29
FAM107B	ENSG00000065809	0.881634144313105	8.1724773469763e-46
ME1	ENSG00000065833	0.857122640016858	3.46251504106073e-41
CDK13	ENSG00000065883	0.578109900887613	1.46385106951168e-10
YBX1	ENSG00000065978	0.878910183714556	2.96353344933226e-51
PPP2R5A	ENSG00000066027	0.871469546648354	4.41284346333341e-43
CTNNA2	ENSG00000066032	0.720821259700757	6.50667393792222e-23
TIE1	ENSG00000066056	0.606333902279471	2.04069828726407e-11
SMARCD1	ENSG00000066117	0.867525910788216	1.69309677506642e-52
KDM4A	ENSG00000066135	0.644622937191912	6.32789942494677e-13
NFYC	ENSG00000066136	0.806338936268935	6.18750852435254e-28
SLC9A3	ENSG00000066230	0.897443453030042	2.13305702416987e-89
SPI1	ENSG00000066336	0.369681146714724	7.08797717698845e-06
ZNRD1	ENSG00000066379	0.583823391653225	3.99652816456242e-09
MPPED2	ENSG00000066382	0.656977126194973	7.42918695453558e-12
CLDN18	ENSG00000066405	0.566248995833974	2.49909081275154e-13
ZBTB11	ENSG00000066422	0.728557074019	1.30910785151811e-18
ATXN3	ENSG00000066427	0.593840510744511	6.91422409069043e-12
GOLGA5	ENSG00000066455	0.530091847832915	2.37541224822997e-07
FGFR2	ENSG00000066468	0.79584869533682	1.13190143672802e-32
ISOC1	ENSG00000066583	0.931393213646372	2.00088444673573e-86
THUMPD1	ENSG00000066654	0.803465500660807	7.27856796355629e-30
ACSM2B	ENSG00000066813	0.392014621019065	9.68328935377734e-05
FECH	ENSG00000066926	0.583408863193891	1.50856695119826e-10
PFKP	ENSG00000067057	0.947567409909424	2.079997935283e-111
IDI1	ENSG00000067064	0.60702580802556	1.7123848706421e-10
SP100	ENSG00000067066	0.782265033774765	1.41110682140095e-26
KLF6	ENSG00000067082	0.758054913153789	8.38802438090621e-26
PPAP2A	ENSG00000067113	0.88969232128712	1.08828450139192e-44
NEO1	ENSG00000067141	0.659176994508394	9.70718583581438e-13
TRAM1	ENSG00000067167	0.745522707756355	1.37810795930867e-17
CACNB1	ENSG00000067191	0.530542586572863	1.3541233208966e-08
EVI5	ENSG00000067208	0.614417180113915	9.55770689089641e-12
STOML1	ENSG00000067221	0.615038282886348	3.43042987248142e-12
PKM	ENSG00000067225	0.808477820257014	8.74540489632863e-31
DHX29	ENSG00000067248	0.549360521424438	5.41897051980491e-08
METTL22	ENSG00000067365	0.619636407104757	9.17671821416399e-14
TRO	ENSG00000067445	0.737994254702946	8.68782909456407e-19
PRKCZ	ENSG00000067606	0.576784301389174	3.78642449815438e-09
SYT1	ENSG00000067715	0.8529715185552	5.45515080431619e-53
NAV3	ENSG00000067798	0.569093533206383	5.58379244732401e-09
IDH3G	ENSG00000067829	0.847435981886704	5.65607439451992e-40
ROGDI	ENSG00000067836	0.809425583044907	5.16007406374279e-30
PDZD4	ENSG00000067840	0.610281673461399	9.3214338410551e-12
ATP2B3	ENSG00000067842	0.39444811332685	6.92380023450916e-10
HYAL2	ENSG00000068001	0.667457836077757	2.92272124161906e-15
HDAC4	ENSG00000068024	0.779346517825257	1.30195060590965e-25
RASSF1	ENSG00000068028	0.791894695006833	6.39086030255999e-24
FGFR3	ENSG00000068078	0.847232346626886	1.40589120689287e-35
IFI35	ENSG00000068079	0.324081857827109	8.21885418057659e-06
COASY	ENSG00000068120	0.553137419161114	2.14292039366114e-10
PLEKHH3	ENSG00000068137	0.806408697846316	4.57749871575868e-24
MEF2A	ENSG00000068305	0.90484473574341	2.20633815008378e-79
TBC1D25	ENSG00000068354	0.823819195336463	1.91016292098823e-32
ACSL4	ENSG00000068366	0.560976603127732	2.58511564440769e-08
INPP5A	ENSG00000068383	0.848958066098153	3.90554030427346e-38
GPKOW	ENSG00000068394	0.556108965138684	2.068900826463e-10
GRIPAP1	ENSG00000068400	0.650078281622942	2.1037743035494e-15
FTSJ1	ENSG00000068438	0.558792824818457	3.92406820584573e-11
REEP1	ENSG00000068615	0.939602058506856	9.12701444463429e-101
ATP11A	ENSG00000068650	0.772636166465256	2.66412974803922e-24
POLR1A	ENSG00000068654	0.49622319656683	3.04560818053804e-09
LAPTM4A	ENSG00000068697	0.712470409079518	6.88811088579319e-18
TTC7A	ENSG00000068724	0.608345324523703	8.43556861753355e-12
IP6K2	ENSG00000068745	0.705027914156688	5.12299520409393e-20
SRBD1	ENSG00000068784	0.647287228725029	1.40135877733397e-12
CYFIP1	ENSG00000068793	0.679996344066587	3.41459436795406e-14
KIF2A	ENSG00000068796	0.663790808571696	7.28780099057689e-13
RASGRP2	ENSG00000068831	0.847921016826472	3.20263681140633e-45
PSME4	ENSG00000068878	0.548335118262786	2.4275610939056e-08
SIRT2	ENSG00000068903	0.597357656459	9.80705978559489e-12
ERLEC1	ENSG00000068912	0.753821017681774	3.89362087460871e-19
PYGM	ENSG00000068976	0.936626013697465	6.42955618741588e-93
PITX1	ENSG00000069011	0.735347199023577	6.66453371144281e-29
MAST4	ENSG00000069020	0.731259768036418	5.72348057233578e-22
GPR116	ENSG00000069122	0.565903338849065	2.63525302995732e-11
SDK2	ENSG00000069188	0.610824185367748	4.95613297686549e-13
VPS35	ENSG00000069329	0.604498136658311	1.87346216461297e-11
DNAJA2	ENSG00000069345	0.655440871591535	2.30254556709468e-14
KCNAB2	ENSG00000069424	0.670550223830871	2.95110003745846e-14
ABCC9	ENSG00000069431	0.792786018429476	7.93898993207988e-29
FUNDC1	ENSG00000069509	0.655319219077303	1.1485955315428e-12
MAOB	ENSG00000069535	0.533367163443229	2.56057314071304e-11
TGFBR3	ENSG00000069702	0.73316704063329	4.01461914507308e-17
KIAA1107	ENSG00000069712	0.419908234214303	8.69410992358978e-07
ATP1B3	ENSG00000069849	0.714776770625983	5.68795800654902e-16
NEDD4	ENSG00000069869	0.650590777593655	1.14396400018974e-13
PIGB	ENSG00000069943	0.72858963613498	1.24997672521815e-17
MAPK6	ENSG00000069956	0.595451428456394	1.26625867138836e-09
GNB5	ENSG00000069966	0.642953295015834	2.18162801530545e-13
RAB27A	ENSG00000069974	0.538192196246165	1.15836765578555e-07
CECR5	ENSG00000069998	0.73281465027135	2.54242091826117e-18
LRP6	ENSG00000070018	0.626939458533797	6.42038882866868e-13
GUCY2C	ENSG00000070019	0.257689449211565	1.00823464149089e-11
SCT	ENSG00000070031	0.50161017733757	1.11766092973102e-21
PHRF1	ENSG00000070047	0.817588036986249	2.15817872398236e-37
NUCB2	ENSG00000070081	0.859080174400534	1.52395652694006e-46
PFN2	ENSG00000070087	0.786259022792697	6.86559823869484e-28
PTPN3	ENSG00000070159	0.906364169111144	5.037773863574e-77
SPTB	ENSG00000070182	0.689856379005418	3.31429198872735e-18
SLC44A1	ENSG00000070214	0.851690991730651	1.17086894660177e-35
TMEM260	ENSG00000070269	0.894742192862882	1.56547426542624e-59
CLTCL1	ENSG00000070371	0.536236288461123	3.48568260709593e-08
DGCR2	ENSG00000070413	0.546765648404454	5.15194348028217e-09
RNF126	ENSG00000070423	0.760101879666557	9.07123887858363e-24
MNT	ENSG00000070444	0.651742855485628	2.69053652544019e-14
JMJD6	ENSG00000070495	0.93112895980769	2.63371532320323e-98
ST6GALNAC1	ENSG00000070526	0.687439767707597	2.47406784255985e-17
WIPI1	ENSG00000070540	0.889412938404271	1.92368455884428e-54
FRMPD1	ENSG00000070601	0.518556603229241	7.21894278176936e-19
GBA2	ENSG00000070610	0.874520607837491	5.78641837724977e-49
AP3M2	ENSG00000070718	0.732913266276955	6.81436820886876e-19
ST6GALNAC2	ENSG00000070731	0.73625517311885	3.37170719489246e-29
CHAT	ENSG00000070748	0.319949352807105	7.89790950466912e-10
TESK2	ENSG00000070759	0.69359746420209	5.46589173477512e-16
C16orf80	ENSG00000070761	0.516237933367245	2.64922481601212e-09
PTPN21	ENSG00000070778	0.753960203809094	1.33510452281821e-24
CAMK2A	ENSG00000070808	0.948480606729799	1.38081240592788e-104
TCOF1	ENSG00000070814	0.721238964443948	1.27933024697241e-21
CDC42	ENSG00000070831	0.647017623041844	1.86605590583181e-11
OSBPL3	ENSG00000070882	0.507718402975946	2.42368178551062e-09
EPHA8	ENSG00000070886	0.658590972937844	2.54457547748308e-41
SLC12A3	ENSG00000070915	0.928152944936706	1.20716147928254e-121
ATP2B1	ENSG00000070961	0.636596291241861	1.37169668063019e-11
TRPM5	ENSG00000070985	0.869494934862914	1.11357580612072e-76
MAP4K4	ENSG00000071054	0.574688162735468	1.81891337382284e-10
MGAT4A	ENSG00000071073	0.750255600581882	2.31754576496398e-19
WDR1	ENSG00000071127	0.848924443252403	1.24269812040965e-33
SNX13	ENSG00000071189	0.654510706312703	1.37528447233674e-14
RPS6KA2	ENSG00000071242	0.625793765652995	1.25455522358882e-12
ING3	ENSG00000071243	0.710528449824551	4.02849521417355e-17
VASH1	ENSG00000071246	0.793343750793359	2.86324815001949e-29
LMCD1	ENSG00000071282	0.706284824328304	3.11460699948869e-17
SEL1L	ENSG00000071537	0.429281070226687	4.38592701205437e-06
TCF3	ENSG00000071564	0.800658639108556	9.99742540138039e-29
TRIB2	ENSG00000071575	0.854959878585299	2.24291041112594e-38
DAZAP1	ENSG00000071626	0.71704406518852	1.10249221196496e-17
MBD3	ENSG00000071655	0.71384826086239	7.09306199097974e-23
FAM50A	ENSG00000071859	0.800708039249514	3.23639796142425e-25
FAM3A	ENSG00000071889	0.905049964946225	3.10009151288447e-65
CPSF1	ENSG00000071894	0.79698234329587	4.34757332957024e-33
MYO3B	ENSG00000071909	0.887659854210482	7.80341469051496e-80
CYBRD1	ENSG00000071967	0.812988459882573	1.99700849674493e-31
CDH19	ENSG00000071991	0.760632640715292	6.41306866026626e-18
PDCD2	ENSG00000071994	0.489352293000446	2.20678363986084e-07
SLC6A15	ENSG00000072041	0.635978927309569	3.22972435318084e-22
RDH11	ENSG00000072042	0.635501654887559	2.84327094163718e-09
