SYMBOL	n_ptv	n_missense	n_syn	n_nonsyn	p_mupit	p_dnw	p_dnm	p_adj
PHLDB2	1	0	0	1	0.0276956514086881	1	0.0276956514086881	1
PHPT1	1	1	0	2	0.00308250396721813	1	0.00308250396721813	1
PHRF1	1	2	1	3	0.030825498209495	1	0.030825498209495	1
PHYHIP	0	1	0	1	1	1	1	1
PHYHIPL	0	1	0	1	1	1	1	1
PI4KA	0	2	0	2	1	1	1	1
PI4KB	0	1	0	1	1	1	1	1
PIAS1	0	1	0	1	1	1	1	1
PIAS3	0	1	0	1	1	1	1	1
PIAS4	0	1	0	1	1	1	1	1
PIDD	0	1	0	1	1	1	1	1
PIEZO1	0	2	1	2	1	1	1	1
PIGM	0	1	0	1	1	1	1	1
PIGQ	0	1	0	1	1	1	1	1
PIGS	0	1	0	1	1	1	1	1
PIK3C2G	1	1	1	2	0.0253842491503978	1	0.0253842491503978	1
PIK3CD	0	2	0	2	1	1	1	1
PIK3R2	0	1	0	1	1	1	1	1
PIK3R3	0	0	1	0	1	1	1	1
PIK3R5	0	1	0	1	1	1	1	1
PITPNM2	0	1	0	1	1	1	1	1
PITX2	0	1	0	1	1	1	1	1
PIWIL1	1	0	0	1	0.0232788439881552	1	0.0232788439881552	1
PKD1	1	0	0	1	0.0763537992646842	1	0.0763537992646842	1
PKD1L1	0	0	1	0	1	1	1	1
PKHD1	0	3	0	3	1	1	1	1
PKN2	0	1	0	1	1	1	1	1
PKN3	0	1	0	1	1	1	1	1
PKP2	0	1	0	1	1	1	1	1
PKP4	0	0	1	0	1	1	1	1
PLA2R1	0	0	2	0	1	1	1	1
PLBD2	0	1	0	1	1	1	1	1
PLCB3	0	1	0	1	1	1	1	1
PLCD1	0	1	0	1	1	1	1	1
PLCL1	0	1	0	1	1	1	1	1
PLCL2	0	0	1	0	1	1	1	1
PLCXD1	0	1	0	1	1	1	1	1
PLCZ1	1	0	0	1	0.0143405440056107	1	0.0143405440056107	1
PLD2	0	2	0	2	1	1	1	1
PLD3	0	1	0	1	1	1	1	1
PLEC	0	1	3	1	1	1	1	1
PLEKHA3	0	1	0	1	1	1	1	1
PLEKHA5	0	1	0	1	1	1	1	1
PLEKHA7	0	0	1	0	1	1	1	1
PLEKHB2	1	0	0	1	0.0068791943916216	1	0.0068791943916216	1
PLEKHG2	0	1	0	1	1	1	1	1
PLEKHG3	0	0	1	0	1	1	1	1
PLEKHG4B	0	0	1	0	1	1	1	1
PLEKHM1	0	0	1	0	1	1	1	1
PLEKHM3	0	1	0	1	1	1	1	1
PLEKHO2	0	1	0	1	1	1	1	1
PLEKHS1	0	1	0	1	1	1	1	1
PLS1	0	1	0	1	1	1	1	1
PLVAP	0	0	1	0	1	1	1	1
PLXDC2	1	0	0	1	0.0140264248957601	1	0.0140264248957601	1
PLXNA1	0	3	0	3	1	1	1	1
PLXNA2	1	0	0	1	0.0408509998885517	1	0.0408509998885517	1
PLXNA3	0	1	1	1	1	1	1	1
PLXNA4	0	0	1	0	1	1	1	1
PLXNB1	0	1	0	1	1	1	1	1
PLXNB3	0	0	1	0	1	1	1	1
PLXNC1	1	1	0	2	0.0330994821586417	1	0.0330994821586417	1
PLXND1	0	2	0	2	1	1	1	1
PMS2	0	1	0	1	1	1	1	1
PNLIPRP2	1	0	0	1	0.00723640964896376	1	0.00723640964896376	1
PNPLA3	0	1	0	1	1	1	1	1
PODXL	0	1	0	1	1	1	1	1
POGZ	2	1	0	3	0.000548209678786348	1	0.000548209678786348	1
POLA2	0	1	0	1	1	1	1	1
POLE	1	2	0	3	0.0534342806780966	1	0.0534342806780966	1
POLL	0	1	0	1	1	1	1	1
POLQ	1	1	0	2	0.0565372302348506	1	0.0565372302348506	1
POLR2A	0	1	0	1	1	1	1	1
POLR2F	0	0	1	0	1	1	1	1
POLR2M	0	1	0	1	1	1	1	1
POLR3A	0	1	0	1	1	1	1	1
POLR3C	0	1	0	1	1	1	1	1
POLRMT	0	1	0	1	1	1	1	1
POMGNT1	0	0	1	0	1	1	1	1
POMP	0	1	0	1	1	1	1	1
POR	0	0	0	0	1	1	1	1
PORCN	0	0	0	0	1	1	1	1
POU3F1	0	1	0	1	1	1	1	1
POU3F3	0	1	0	1	1	1	1	1
PPAP2A	0	1	0	1	1	1	1	1
PPARA	0	1	0	1	1	1	1	1
PPFIA2	0	0	1	0	1	1	1	1
PPFIA3	0	1	0	1	1	1	1	1
PPFIBP2	0	1	0	1	1	1	1	1
PPIB	0	1	0	1	1	1	1	1
PPIG	0	1	0	1	1	1	1	1
PPIH	0	0	1	0	1	1	1	1
PPIL1	0	1	0	1	1	1	1	1
PPIL2	0	1	0	1	1	1	1	1
PPIP5K1	0	1	0	1	1	1	1	1
PPL	1	1	0	2	0.0385562760602923	1	0.0385562760602923	1
PPM1M	0	0	0	0	1	1	1	1
PPP1CB	0	2	0	2	1	1	1	1
PPP1R12A	0	1	0	1	1	1	1	1
PPP1R13B	0	1	1	1	1	1	1	1
PPP1R16A	0	0	1	0	1	1	1	1
PPP1R3A	0	1	0	1	1	1	1	1
PPP1R3C	0	1	0	1	1	1	1	1
PPP1R7	0	1	0	1	1	1	1	1
PPP2R2C	0	1	0	1	1	1	1	1
PPP2R3A	0	0	1	0	1	1	1	1
PPP4C	0	1	0	1	1	1	1	1
PPP6R1	0	1	0	1	1	1	1	1
PPRC1	0	0	1	0	1	1	1	1
PPT1	0	1	0	1	1	1	1	1
PPWD1	0	1	0	1	1	1	1	1
PQBP1	0	1	0	1	1	1	1	1
PRCP	1	0	0	1	0.0121508258561991	1	0.0121508258561991	1
PRDM1	0	2	1	2	1	1	1	1
PRDM15	0	0	1	0	1	1	1	1
PRDM6	1	0	0	1	1	1	1	1
PREP	0	1	0	1	1	1	1	1
PREX2	0	2	0	2	1	1	1	1
PRG4	1	0	0	1	0.0232858273490336	1	0.0232858273490336	1
PRICKLE3	0	1	0	1	1	1	1	1
PRIM2	0	0	1	0	1	1	1	1
PRKAA2	1	0	0	1	0.0131466458840862	1	0.0131466458840862	1
PRKACB	1	0	0	1	0.00872079769510295	1	0.00872079769510295	1
PRKAR1A	0	1	0	1	1	1	1	1
PRKAR2B	0	0	1	0	1	1	1	1
PRKCH	0	2	0	2	1	1	1	1
PRKCSH	0	0	1	0	1	1	1	1
PRKD1	0	4	0	4	1	1	1	1
PRKD3	0	1	0	1	1	1	1	1
PRKDC	0	1	0	1	1	1	1	1
PRKG1	0	2	0	2	1	1	1	1
PRKG2	0	0	1	0	1	1	1	1
PRMT1	0	0	1	0	1	1	1	1
PRMT6	0	1	0	1	1	1	1	1
PRMT8	0	1	0	1	1	1	1	1
PROCA1	0	1	0	1	1	1	1	1
PRODH	0	0	1	0	1	1	1	1
PRPF3	0	0	1	0	1	1	1	1
PRPF38A	1	0	0	1	0.0108161037588922	1	0.0108161037588922	1
PRPF4	0	1	0	1	1	1	1	1
PRPF4B	0	1	0	1	1	1	1	1
PRPF8	0	2	0	2	1	1	1	1
PRPS2	0	1	0	1	1	1	1	1
PRR14L	0	1	0	1	1	1	1	1
PRR5L	0	0	1	0	1	1	1	1
PRRC2A	0	1	0	1	1	1	1	1
PRRC2B	2	0	0	2	0.00114027711615104	1	0.00114027711615104	1
PRRG4	0	1	0	1	1	1	1	1
PRSS27	0	0	1	0	1	1	1	1
PSAT1	0	1	0	1	1	1	1	1
PSEN2	0	0	1	0	1	1	1	1
PSG2	0	0	1	0	1	1	1	1
PSMB1	0	0	1	0	1	1	1	1
PSMC1	0	1	0	1	1	1	1	1
PSMC3IP	0	0	1	0	1	1	1	1
PSMC4	0	1	0	1	1	1	1	1
PSMD1	0	0	1	0	1	1	1	1
PSMD12	1	0	0	1	0.0126461667268597	1	0.0126461667268597	1
PSMD6	0	1	0	1	1	1	1	1
PSMD8	0	1	0	1	1	1	1	1
PSME1	0	1	0	1	1	1	1	1
PSMG3	0	0	1	0	1	1	1	1
PSPC1	0	1	0	1	1	1	1	1
PSTPIP2	0	2	0	2	1	1	1	1
PTAR1	0	1	0	1	1	1	1	1
PTBP1	0	1	0	1	1	1	1	1
PTCD3	0	1	0	1	1	1	1	1
PTCH1	0	1	0	1	1	1	1	1
PTCHD2	0	1	0	1	1	1	1	1
PTEN	2	0	0	2	4.85467219417695e-05	1	4.85467219417695e-05	0.922387716893621
PTGFRN	0	1	0	1	1	1	1	1
PTGIR	0	0	1	0	1	1	1	1
PTK7	0	0	1	0	1	1	1	1
PTPN11	0	19	0	19	1	1	1	1
PTPN13	0	1	0	1	1	1	1	1
PTPN3	0	1	0	1	1	1	1	1
PTPN5	0	0	0	0	1	1	1	1
PTPRB	0	1	1	1	1	1	1	1
PTPRD	0	0	1	0	1	1	1	1
PTPRH	0	1	0	1	1	1	1	1
PTPRM	0	1	0	1	1	1	1	1
PTPRO	1	0	0	1	0.0274109921613054	1	0.0274109921613054	1
PTPRQ	0	1	0	1	1	1	1	1
PTPRS	0	1	0	1	1	1	1	1
PTPRT	0	1	0	1	1	1	1	1
PTPRU	0	0	0	0	1	1	1	1
PTPRZ1	0	1	0	1	1	1	1	1
PUF60	1	1	0	2	0.00927463825327565	1	0.00927463825327565	1
PUM1	0	1	0	1	1	1	1	1
PUM2	0	1	0	1	1	1	1	1
PURA	0	1	0	1	1	1	1	1
PUS1	0	0	1	0	1	1	1	1
PVALB	0	1	0	1	1	1	1	1
PXDN	0	0	1	0	1	1	1	1
PXT1	1	0	0	1	0.00235792662855315	1	0.00235792662855315	1
PYGB	0	0	1	0	1	1	1	1
PYGL	0	3	0	3	1	1	1	1
PZP	0	1	0	1	1	1	1	1
QARS	0	0	1	0	1	1	1	1
QPRT	0	1	0	1	1	1	1	1
QRICH1	0	1	0	1	1	1	1	1
QTRT1	0	1	0	1	1	1	1	1
RAB10	0	1	0	1	1	1	1	1
RAB11FIP4	0	1	0	1	1	1	1	1
RAB2B	0	1	0	1	1	1	1	1
RAB3GAP1	1	1	0	2	0.0258110299334974	1	0.0258110299334974	1
RAB3GAP2	0	0	1	0	1	1	1	1
RAB6B	0	1	0	1	1	1	1	1
RAB8A	0	1	0	1	1	1	1	1
RABGAP1L	1	1	0	2	0.00552167408109771	1	0.00552167408109771	1
RABGEF1	0	0	1	0	1	1	1	1
RAC1	0	2	0	2	1	1	1	1
RACGAP1	0	2	0	2	1	1	1	1
RAD17	0	0	1	0	1	1	1	1
RAD9A	0	2	0	2	1	1	1	1
RADIL	0	0	0	0	1	1	1	1
RAF1	0	3	0	3	1	1	1	1
RAG1	0	0	1	0	1	1	1	1
RALBP1	0	0	1	0	1	1	1	1
RALGDS	0	0	1	0	1	1	1	1
RANBP2	0	1	0	1	1	1	1	1
RANBP6	0	1	0	1	1	1	1	1
RANGAP1	0	0	1	0	1	1	1	1
RAP1GDS1	0	1	0	1	1	1	1	1
RAPGEF6	0	2	0	2	1	1	1	1
RAPSN	0	1	0	1	1	1	1	1
RARRES3	0	0	1	0	1	1	1	1
RARS2	0	0	1	0	1	1	1	1
RASA1	0	2	0	2	1	1	1	1
RASA2	1	1	0	2	0.022852348002742	1	0.022852348002742	1
RASGRF1	0	1	0	1	1	1	1	1
RASGRF2	0	2	0	2	1	1	1	1
RASSF8	0	1	0	1	1	1	1	1
RASSF9	0	1	0	1	1	1	1	1
RAVER1	0	1	0	1	1	1	1	1
RBBP8NL	0	1	0	1	1	1	1	1
RBFOX2	3	1	0	4	1.5886745884828e-07	1	1.5886745884828e-07	0.00301848171811732
RBM19	0	1	0	1	1	1	1	1
RBM20	0	0	1	0	1	1	1	1
RBM25	0	1	0	1	1	1	1	1
RBM27	0	1	1	1	1	1	1	1
RBM8A	1	0	0	1	0.00524651842335656	1	0.00524651842335656	1
RBMS1	1	0	0	1	0.0113884126417878	1	0.0113884126417878	1
RBP1	0	1	0	1	1	1	1	1
RBPJ	0	1	0	1	1	1	1	1
RBPJL	0	1	0	1	1	1	1	1
RBX1	0	1	0	1	1	1	1	1
RC3H2	0	0	1	0	1	1	1	1
RCBTB2	0	1	0	1	1	1	1	1
RCC1	0	1	0	1	1	1	1	1
RCSD1	0	1	0	1	1	1	1	1
RD3	0	1	0	1	1	1	1	1
RDH5	0	1	0	1	1	1	1	1
RECQL5	0	1	0	1	1	1	1	1
REG4	0	1	0	1	1	1	1	1
RELL2	0	1	0	1	1	1	1	1
REPS2	0	0	1	0	1	1	1	1
RETSAT	1	1	0	2	0.0149525528436461	1	0.0149525528436461	1
RFC4	0	1	0	1	1	1	1	1
RFWD3	0	0	1	0	1	1	1	1
RFX2	0	1	0	1	1	1	1	1
RFX7	0	0	1	0	1	1	1	1
RGL3	0	1	0	1	1	1	1	1
RGMB	0	1	0	1	1	1	1	1
RGPD4	1	0	0	1	1	1	1	1
RGS11	0	0	1	0	1	1	1	1
RGS20	0	1	0	1	1	1	1	1
RGSL1	0	1	0	1	1	1	1	1
RHAG	0	1	0	1	1	1	1	1
RHBDF1	0	1	0	1	1	1	1	1
RHOBTB2	0	0	1	0	1	1	1	1
RHOD	0	1	0	1	1	1	1	1
RHOT2	0	1	1	1	1	1	1	1
RIC8A	0	0	1	0	1	1	1	1
RIMBP2	0	0	1	0	1	1	1	1
RIMS1	0	1	0	1	1	1	1	1
RIMS2	0	0	1	0	1	1	1	1
RIMS3	0	1	0	1	1	1	1	1
RIN3	0	1	0	1	1	1	1	1
RIOK1	0	1	0	1	1	1	1	1
RIT1	0	2	0	2	1	1	1	1
RLBP1	0	0	1	0	1	1	1	1
RMDN1	0	1	0	1	1	1	1	1
RNF10	0	1	0	1	1	1	1	1
RNF115	0	1	0	1	1	1	1	1
RNF123	0	1	0	1	1	1	1	1
RNF133	0	1	0	1	1	1	1	1
RNF14	0	1	0	1	1	1	1	1
RNF141	0	0	1	0	1	1	1	1
RNF180	0	0	1	0	1	1	1	1
RNF183	0	1	0	1	1	1	1	1
RNF185	0	1	0	1	1	1	1	1
RNF20	1	0	0	1	0.0282441730401018	1	0.0282441730401018	1
RNF207	1	0	0	1	0.0138588574732566	1	0.0138588574732566	1
RNF208	0	1	0	1	1	1	1	1
RNF213	0	0	1	0	1	1	1	1
RNF214	1	0	0	1	0.0155603259226599	1	0.0155603259226599	1
RNF217	0	0	1	0	1	1	1	1
RNF219	0	1	0	1	1	1	1	1
RNF220	0	1	0	1	1	1	1	1
RNF38	0	1	0	1	1	1	1	1
RNF44	0	1	0	1	1	1	1	1
RNPEPL1	0	1	0	1	1	1	1	1
RNPS1	0	0	0	0	1	1	1	1
ROBO1	0	1	0	1	1	1	1	1
ROBO2	0	1	0	1	1	1	1	1
ROCK1	1	0	0	1	0.0383307788071341	1	0.0383307788071341	1
ROCK2	0	2	0	2	1	1	1	1
RORA	0	1	1	1	1	1	1	1
RP1	0	1	1	1	1	1	1	1
RP11-455G16.1	0	1	0	1	1	1	1	1
RPEL1	0	1	0	1	1	1	1	1
RPH3A	0	0	1	0	1	1	1	1
RPL10	0	2	0	2	1	1	1	1
RPL14	0	1	0	1	1	1	1	1
RPL15	0	1	0	1	1	1	1	1
RPL29	0	1	0	1	1	1	1	1
RPL5	2	0	0	2	3.74487789549387e-05	1	3.74487789549387e-05	0.711526800143835
RPRD2	0	1	0	1	1	1	1	1
RPS15A	0	0	1	0	1	1	1	1
RPS24	0	0	0	0	1	1	1	1
RPS27A	0	0	1	0	1	1	1	1
RPS5	0	1	0	1	1	1	1	1
RPS6KA1	0	1	0	1	1	1	1	1
RPS6KA2	0	1	1	1	1	1	1	1
RPS6KB2	0	1	0	1	1	1	1	1
RPS6KC1	0	1	0	1	1	1	1	1
RPS8	0	0	1	0	1	1	1	1
RPTN	0	1	0	1	1	1	1	1
RPTOR	0	1	0	1	1	1	1	1
RPUSD4	0	1	0	1	1	1	1	1
RRAD	0	1	0	1	1	1	1	1
RRAGA	0	1	0	1	1	1	1	1
RREB1	0	1	0	1	1	1	1	1
RRM1	0	0	1	0	1	1	1	1
RRM2	0	0	0	0	1	1	1	1
RS1	0	1	0	1	1	1	1	1
RSBN1	0	0	1	0	1	1	1	1
RSPO1	0	1	0	1	1	1	1	1
RSPO3	0	1	0	1	1	1	1	1
RSRC2	0	0	0	0	1	1	1	1
RTL1	0	1	0	1	1	1	1	1
RTN2	0	0	1	0	1	1	1	1
RTN4R	0	0	1	0	1	1	1	1
RTP4	0	1	0	1	1	1	1	1
RUFY2	0	1	0	1	1	1	1	1
RUNX3	0	1	0	1	1	1	1	1
RUVBL1	1	1	0	2	0.0115830458366169	1	0.0115830458366169	1
RUVBL2	0	2	0	2	1	1	1	1
RXFP3	0	0	1	0	1	1	1	1
RXRA	0	1	1	1	1	1	1	1
RYBP	1	1	0	2	1	1	1	1
RYR1	0	1	1	1	1	1	1	1
RYR2	0	4	2	4	1	1	1	1
RYR3	2	4	0	6	0.00395998260589756	1	0.00395998260589756	1
S100A10	0	0	1	0	1	1	1	1
S1PR4	1	0	0	1	0.00656102183105341	1	0.00656102183105341	1
SACS	0	0	1	0	1	1	1	1
SAMD11	2	0	0	2	0.00010569600294072	1	0.00010569600294072	1
SAMD8	0	1	0	1	1	1	1	1
SAP130	1	0	0	1	0.0241034308566231	1	0.0241034308566231	1
SAP18	0	1	0	1	1	1	1	1
SARS	0	0	1	0	1	1	1	1
SART1	2	0	0	2	0.000183290041397472	1	0.000183290041397472	1
SATB1	0	1	0	1	1	1	1	1
SBF1	0	3	1	3	1	1	1	1
SBNO1	0	1	0	1	1	1	1	1
SBNO2	0	1	0	1	1	1	1	1
SBSPON	0	0	1	0	1	1	1	1
SCAF11	0	1	1	1	1	1	1	1
SCAMP1	0	1	0	1	1	1	1	1
SCAMP2	0	1	0	1	1	1	1	1
SCAND3	0	1	0	1	1	1	1	1
SCAP	0	2	1	2	1	1	1	1
SCAPER	0	0	1	0	1	1	1	1
SCEL	0	1	0	1	1	1	1	1
SCN10A	0	2	0	2	1	1	1	1
SCN1B	0	0	1	0	1	1	1	1
SCN4B	0	1	0	1	1	1	1	1
SCN5A	0	1	0	1	1	1	1	1
SCN8A	0	1	0	1	1	1	1	1
SCN9A	0	1	0	1	1	1	1	1
SCNN1D	0	2	0	2	1	1	1	1
SCRIB	0	0	1	0	1	1	1	1
SCRN1	0	0	0	0	1	1	1	1
SCTR	0	1	0	1	1	1	1	1
SCUBE1	0	0	1	0	1	1	1	1
SCYL1	0	1	0	1	1	1	1	1
SDAD1	0	1	0	1	1	1	1	1
SDC1	0	1	0	1	1	1	1	1
SDK1	0	2	0	2	1	1	1	1
SEC13	0	0	1	0	1	1	1	1
SEC24A	0	0	2	0	1	1	1	1
SECISBP2	0	0	1	0	1	1	1	1
SEL1L2	0	1	0	1	1	1	1	1
SELE	0	0	1	0	1	1	1	1
SELP	0	0	1	0	1	1	1	1
SEMA3A	0	1	0	1	1	1	1	1
SEMA3C	0	2	0	2	1	1	1	1
SEMA4D	0	0	1	0	1	1	1	1
SENP5	0	0	1	0	1	1	1	1
SEPT12	0	0	1	0	1	1	1	1
SEPT2	0	1	0	1	1	1	1	1
SEPT3	0	1	0	1	1	1	1	1
SEPT4	0	1	0	1	1	1	1	1
SEPT8	0	1	0	1	1	1	1	1
SEPW1	0	1	0	1	1	1	1	1
SERAC1	0	2	0	2	1	1	1	1
SERHL2	1	0	0	1	0.00856415657321111	1	0.00856415657321111	1
SERINC1	0	0	1	0	1	1	1	1
SERINC4	0	1	0	1	1	1	1	1
SERPINA3	0	1	0	1	1	1	1	1
SERPINH1	1	0	0	1	0.00876215793807782	1	0.00876215793807782	1
SERTAD4	1	0	0	1	0.00845674393797339	1	0.00845674393797339	1
SESN1	1	0	0	1	0.0117749355100387	1	0.0117749355100387	1
SESN3	0	1	0	1	1	1	1	1
SESTD1	0	1	0	1	1	1	1	1
SETBP1	0	1	0	1	1	1	1	1
SETD1B	0	1	1	1	1	1	1	1
SETD3	0	1	0	1	1	1	1	1
SETD5	2	1	0	3	0.0004549783499955	1	0.0004549783499955	1
SETD9	1	0	0	1	0.00778877061104315	1	0.00778877061104315	1
SETX	0	0	1	0	1	1	1	1
SEZ6	0	1	0	1	1	1	1	1
SF1	0	0	1	0	1	1	1	1
SF3A3	0	1	0	1	1	1	1	1
SF3B1	1	0	0	1	0.0326395483929794	1	0.0326395483929794	1
SF3B3	0	2	0	2	1	1	1	1
SFPQ	0	0	1	0	1	1	1	1
SFXN5	0	1	0	1	1	1	1	1
SGCB	0	0	1	0	1	1	1	1
SGCZ	0	1	0	1	1	1	1	1
SGK223	0	1	0	1	1	1	1	1
SGK3	0	1	0	1	1	1	1	1
SGSH	0	0	1	0	1	1	1	1
SGTB	0	1	0	1	1	1	1	1
SH3BP4	0	1	0	1	1	1	1	1
SH3TC2	0	0	2	0	1	1	1	1
SHE	0	0	1	0	1	1	1	1
SHISA6	0	1	0	1	1	1	1	1
SHROOM3	0	1	0	1	1	1	1	1
SI	0	2	0	2	1	1	1	1
SIDT2	1	0	0	1	0.0212976121115159	1	0.0212976121115159	1
SIGLEC5	0	1	0	1	1	1	1	1
SIGLEC5	0	1	0	1	1	1	1	1
SIPA1L1	1	0	0	1	0.0396212131608325	1	0.0396212131608325	1
SIRT1	0	1	0	1	1	1	1	1
SIRT2	0	1	0	1	1	1	1	1
SIX3	0	1	0	1	1	1	1	1
SIX4	0	1	1	1	1	1	1	1
SKAP2	0	1	0	1	1	1	1	1
SLAMF6	0	1	0	1	1	1	1	1
SLC10A7	0	1	0	1	1	1	1	1
SLC12A5	0	1	1	1	1	1	1	1
SLC12A6	0	0	0	0	1	1	1	1
SLC12A9	0	1	0	1	1	1	1	1
SLC15A2	0	1	0	1	1	1	1	1
SLC15A3	0	1	0	1	1	1	1	1
SLC16A12	0	0	1	0	1	1	1	1
SLC16A13	0	1	1	1	1	1	1	1
SLC17A4	0	1	0	1	1	1	1	1
SLC17A5	0	1	0	1	1	1	1	1
SLC19A1	0	1	0	1	1	1	1	1
SLC1A2	0	0	1	0	1	1	1	1
SLC1A5	0	0	1	0	1	1	1	1
SLC22A1	0	1	0	1	1	1	1	1
SLC22A10	1	1	0	2	0.0119571207852431	1	0.0119571207852431	1
SLC22A13	0	0	0	0	1	1	1	1
SLC22A4	0	1	0	1	1	1	1	1
SLC24A4	1	0	0	1	0.0160855232118127	1	0.0160855232118127	1
SLC25A12	0	0	1	0	1	1	1	1
SLC25A23	0	2	0	2	1	1	1	1
SLC25A25	0	1	0	1	1	1	1	1
SLC25A53	0	1	0	1	1	1	1	1
SLC26A2	1	0	0	1	0.0120850149149333	1	0.0120850149149333	1
SLC26A6	0	1	0	1	1	1	1	1
SLC26A8	0	1	0	1	1	1	1	1
SLC27A1	0	1	0	1	1	1	1	1
SLC29A1	1	0	0	1	0.00933684645137257	1	0.00933684645137257	1
SLC2A1	0	0	1	0	1	1	1	1
SLC2A4RG	0	1	0	1	1	1	1	1
SLC2A7	0	0	1	0	1	1	1	1
SLC30A3	0	1	0	1	1	1	1	1
SLC30A4	0	1	0	1	1	1	1	1
SLC30A5	0	1	0	1	1	1	1	1
SLC32A1	0	1	0	1	1	1	1	1
SLC35F2	0	0	1	0	1	1	1	1
SLC36A3	0	1	0	1	1	1	1	1
SLC36A4	0	0	1	0	1	1	1	1
SLC38A1	0	1	0	1	1	1	1	1
SLC38A10	0	1	1	1	1	1	1	1
SLC38A7	0	0	1	0	1	1	1	1
SLC38A8	0	0	1	0	1	1	1	1
SLC39A10	0	1	0	1	1	1	1	1
SLC39A14	0	0	1	0	1	1	1	1
SLC43A2	0	1	0	1	1	1	1	1
SLC44A1	0	1	0	1	1	1	1	1
SLC44A5	0	1	0	1	1	1	1	1
SLC45A4	0	1	0	1	1	1	1	1
SLC47A2	0	2	0	2	1	1	1	1
SLC4A1	0	1	0	1	1	1	1	1
SLC4A1AP	0	1	0	1	1	1	1	1
SLC4A5	0	1	0	1	1	1	1	1
SLC4A8	0	1	0	1	1	1	1	1
SLC5A10	0	1	0	1	1	1	1	1
SLC5A2	1	0	0	1	0.014815016153101	1	0.014815016153101	1
SLC5A6	0	1	0	1	1	1	1	1
SLC6A12	0	0	1	0	1	1	1	1
SLC6A17	0	0	1	0	1	1	1	1
SLC6A20	0	1	0	1	1	1	1	1
SLC6A3	0	1	0	1	1	1	1	1
SLC6A9	0	1	1	1	1	1	1	1
SLC7A14	0	1	0	1	1	1	1	1
SLC9A3R2	0	1	0	1	1	1	1	1
SLCO1B1	0	0	1	0	1	1	1	1
SLCO1B3	0	0	2	0	1	1	1	1
SLCO1B7	0	1	0	1	1	1	1	1
SLCO5A1	0	0	1	0	1	1	1	1
SLFN12	0	1	0	1	1	1	1	1
SLFN5	1	0	0	1	0.0165290205437819	1	0.0165290205437819	1
SLIT1	1	0	0	1	0.0349877730165393	1	0.0349877730165393	1
SLIT3	1	1	0	2	0.0375996973296328	1	0.0375996973296328	1
SLITRK3	0	0	1	0	1	1	1	1
SLX4	0	2	0	2	1	1	1	1
SMAD2	1	2	0	3	0.0130299447676699	1	0.0130299447676699	1
SMAD4	0	2	0	2	1	1	1	1
SMAD6	1	0	0	1	0.0077330001295302	1	0.0077330001295302	1
SMARCA1	0	1	0	1	1	1	1	1
SMARCA2	1	0	0	1	0.0392650230907644	1	0.0392650230907644	1
SMARCC1	0	2	0	2	1	1	1	1
SMARCD1	0	1	1	1	1	1	1	1
SMC1B	0	0	0	0	1	1	1	1
SMC2	0	1	0	1	1	1	1	1
SMC3	0	2	0	2	1	1	1	1
SMCHD1	0	3	0	3	1	1	1	1
SMCO4	0	0	1	0	1	1	1	1
SMCR8	0	2	0	2	1	1	1	1
SMG6	0	3	0	3	1	1	1	1
SMG8	0	1	0	1	1	1	1	1
SMNDC1	0	1	0	1	1	1	1	1
SMPD4	0	0	1	0	1	1	1	1
SMTN	0	1	0	1	1	1	1	1
SMURF2	1	0	0	1	0.023191173937177	1	0.023191173937177	1
SNAI1	0	1	0	1	1	1	1	1
SNAI3	0	1	0	1	1	1	1	1
SNAPC5	1	0	0	1	0.00203179440060443	1	0.00203179440060443	1
SNCAIP	0	0	1	0	1	1	1	1
SNRNP200	0	1	0	1	1	1	1	1
SNRNP35	0	1	0	1	1	1	1	1
SNTB2	0	0	1	0	1	1	1	1
SNX1	0	0	1	0	1	1	1	1
SNX11	0	0	1	0	1	1	1	1
SNX13	0	0	1	0	1	1	1	1
SNX14	0	1	0	1	1	1	1	1
SNX18	0	0	1	0	1	1	1	1
SNX6	0	0	1	0	1	1	1	1
SNX9	0	1	0	1	1	1	1	1
SOAT1	0	0	1	0	1	1	1	1
SOBP	0	1	0	1	1	1	1	1
SON	0	1	0	1	1	1	1	1
SORCS1	0	2	0	2	1	1	1	1
SOS1	0	4	0	4	1	1	1	1
SOST	0	0	1	0	1	1	1	1
SOWAHB	1	0	0	1	0.0160152547494911	1	0.0160152547494911	1
SP110	0	2	0	2	1	1	1	1
SPACA3	0	1	0	1	1	1	1	1
SPAG17	0	0	2	0	1	1	1	1
SPAG7	0	1	0	1	1	1	1	1
SPARCL1	0	0	2	0	1	1	1	1
SPATA2	0	1	0	1	1	1	1	1
SPATA20	0	1	0	1	1	1	1	1
SPATA31A2	0	0	1	0	1	1	1	1
SPATA4	0	1	0	1	1	1	1	1
SPATA5	0	1	0	1	1	1	1	1
SPATA9	0	0	1	0	1	1	1	1
SPATC1L	0	0	1	0	1	1	1	1
SPECC1L	1	0	0	1	0.0273682641947377	1	0.0273682641947377	1
SPEN	1	1	1	2	0.0751361713036751	1	0.0751361713036751	1
SPERT	0	0	1	0	1	1	1	1
SPESP1	0	0	1	0	1	1	1	1
SPG11	0	0	1	0	1	1	1	1
SPG7	0	2	0	2	1	1	1	1
SPIRE1	1	0	0	1	0.0168417435434493	1	0.0168417435434493	1
SPO11	0	0	1	0	1	1	1	1
SPPL2C	0	1	0	1	1	1	1	1
