symbol	chr	start	end	case	control	p_value	p_value_adj
ROBO3	11	124735282	124751366	10	0	9.999e-05	0.0120988
ROBO4	11	124753587	124768396	10	0	9.999e-05	0.0120988
RP11-216L13.17	9	139685831	139695047	10	0	9.999e-05	0.0120988
SIAE	11	124503009	124565603	10	0	9.999e-05	0.0120988
SLC37A2	11	124932963	124960208	10	0	9.999e-05	0.0120988
SNRPA1	15	101821715	101835487	10	0	9.999e-05	0.0120988
SPA17	11	124543694	124567414	10	0	9.999e-05	0.0120988
SPATA8	15	97326619	97328845	10	0	9.999e-05	0.0120988
SPG7	16	89557325	89624176	10	0	9.999e-05	0.0120988
STC2	5	172741716	172756506	10	0	9.999e-05	0.0120988
STT3A	11	125461607	125495110	10	0	9.999e-05	0.0120988
TBRG1	11	124492732	124505294	10	0	9.999e-05	0.0120988
TMEM141	9	139685807	139687709	10	0	9.999e-05	0.0120988
TMEM218	11	124966441	124981659	10	0	9.999e-05	0.0120988
TRAF2	9	139776364	139821059	10	0	9.999e-05	0.0120988
TTC23	15	99676528	99791428	10	0	0.00029997	0.0120988
VIMP	15	101811022	101817705	10	0	9.999e-05	0.0120988
VSIG2	11	124617368	124622134	10	0	9.999e-05	0.0120988
LCE3C	1	152484011	152573562	20	7	9.999e-05	0.0125987
MFHAS1	8	8640864	8751155	20	7	9.999e-05	0.0125987
RNF126	19	647526	663277	20	7	9.999e-05	0.0125987
PDXDC1	16	15068448	15233196	67	61	0.00019998	0.0130987
ARHGAP32	11	128834955	129149219	16	4	0.00019998	0.0146985
FAM155A	13	107815858	108519083	13	2	9.999e-05	0.0169983
MYO16	13	109248500	109860355	13	2	9.999e-05	0.0169983
KIF22	16	29802040	29816706	17	5	9.999e-05	0.0179982
ZG16	16	29789561	29794294	17	5	9.999e-05	0.0179982
ADAMTS17	15	100511794	100882210	11	1	0.00019998	0.0231977
C19orf25	19	1461142	1479555	11	1	0.00029997	0.0231977
EXOC2	6	485133	693111	11	1	9.999e-05	0.0231977
FAN1	15	31196055	31235311	11	1	9.999e-05	0.0231977
KIRREL3	11	126293254	126873355	11	1	0.00019998	0.0231977
MRPL41	9	140445651	140447007	11	1	0.00019998	0.0231977
OR4F15	15	102358366	102359350	11	1	0.00019998	0.0231977
OR4F6	15	102345902	102346889	11	1	0.00019998	0.0231977
PNPLA7	9	140354405	140444986	11	1	0.00019998	0.0231977
ST3GAL4	11	126225535	126310239	11	1	0.00019998	0.0231977
ADAMTSL5	19	1505017	1513603	9	0	0.00019998	0.0310969
ADM2	22	50919985	50924869	9	0	0.00019998	0.0310969
AL355531.2	10	131308884	131309525	9	0	9.999e-05	0.0310969
AL590822.1	1	2143360	2145620	9	0	9.999e-05	0.0310969
AL590822.2	1	2121237	2123179	9	0	9.999e-05	0.0310969
ARRDC4	15	98503928	98517068	9	0	0.00019998	0.0310969
DLL1	6	170591294	170615653	9	0	0.00019998	0.0310969
DPYSL4	10	134000404	134019280	9	0	0.00019998	0.0310969
EBF3	10	131633547	131762105	9	0	9.999e-05	0.0310969
FAAP20	1	2115900	2144159	9	0	9.999e-05	0.0310969
FAM169B	15	98980391	99057611	9	0	0.00019998	0.0310969
FOXF2	6	1390069	1395832	9	0	9.999e-05	0.0310969
FOXQ1	6	1312708	1314422	9	0	9.999e-05	0.0310969
GRIN3B	19	1000418	1009731	9	0	9.999e-05	0.0310969
HAUS3	4	2229191	2243891	9	0	0.00019998	0.0310969
HECW2	2	197059094	197458416	9	0	9.999e-05	0.0310969
IKZF2	2	213864415	214017151	9	0	0.00019998	0.0310969
JAKMIP3	10	133918175	133998313	9	0	0.00019998	0.0310969
KCNAB2	1	6051526	6161253	9	0	9.999e-05	0.0310969
MGMT	10	131265448	131566271	9	0	9.999e-05	0.0310969
MIER2	19	301444	344807	9	0	0.00029997	0.0310969
MIOX	22	50925213	50929077	9	0	0.00019998	0.0310969
MUC4	3	195473636	195539148	9	0	9.999e-05	0.0310969
MXD4	4	2249159	2264021	9	0	0.00019998	0.0310969
MYLK4	6	2663863	2751200	9	0	0.00019998	0.0310969
OR10G4	11	123886282	123887217	9	0	9.999e-05	0.0310969
OR10G6	11	123864870	123865868	9	0	9.999e-05	0.0310969
OR10G7	11	123908773	123909717	9	0	9.999e-05	0.0310969
OR10G8	11	123900297	123901341	9	0	9.999e-05	0.0310969
OR10G9	11	123893720	123894655	9	0	9.999e-05	0.0310969
OR10S1	11	123847368	123848488	9	0	9.999e-05	0.0310969
OR4D5	11	123810250	123811344	9	0	9.999e-05	0.0310969
OR6M1	11	123676043	123677095	9	0	9.999e-05	0.0310969
OR6T1	11	123813492	123814580	9	0	9.999e-05	0.0310969
OR8D4	11	123776853	123778183	9	0	9.999e-05	0.0310969
OR8G1	11	124120423	124121286	9	0	9.999e-05	0.0310969
OR8G5	11	124134723	124135763	9	0	9.999e-05	0.0310969
PGPEP1L	15	99511459	99551024	9	0	0.00039996	0.0310969
PPP6R2	22	50781733	50883519	9	0	0.00019998	0.0310969
RAET1E	6	150204511	150219238	9	0	0.00019998	0.0310969
RAET1G	6	150238014	150244257	9	0	0.00019998	0.0310969
RAET1L	6	150339470	150346668	9	0	0.00019998	0.0310969
RPA1	17	1732996	1803376	9	0	0.00019998	0.0310969
SBF1	22	50883429	50913453	9	0	0.00019998	0.0310969
SERPINF1	17	1665253	1680868	9	0	0.00019998	0.0310969
SERPINF2	17	1646130	1658562	9	0	0.00019998	0.0310969
SMYD4	17	1682779	1733928	9	0	0.00019998	0.0310969
STK10	5	171469077	171615390	9	0	9.999e-05	0.0310969
STK32C	10	134020996	134145351	9	0	0.00019998	0.0310969
SYCE3	22	50989541	51001334	9	0	9.999e-05	0.0310969
TIMM22	17	900357	906911	9	0	0.00019998	0.0310969
TLCD2	17	1606084	1613732	9	0	0.00019998	0.0310969
TMEM225	11	123753633	123756349	9	0	9.999e-05	0.0310969
TMEM259	19	1009647	1021178	9	0	9.999e-05	0.0310969
ULBP1	6	150285143	150294846	9	0	0.00019998	0.0310969
ULBP2	6	150263136	150270371	9	0	0.00019998	0.0310969
ULBP3	6	150384286	150390231	9	0	0.00019998	0.0310969
WDR81	17	1619817	1641893	9	0	0.00019998	0.0310969
WRNIP1	6	2765648	2787186	9	0	0.00019998	0.0310969
ZFYVE28	4	2271309	2420390	9	0	0.00019998	0.0310969
TUBGCP5	15	22833395	22889876	39	28	9.999e-05	0.0314969
CCL3L3	17	34522268	34524157	12	2	0.00019998	0.0430957
CCL4L1	17	34538310	34540280	12	2	0.00019998	0.0430957
TBC1D3B	17	34493004	34591996	12	2	0.00019998	0.0430957
TBC1D3C	17	34580902	34757050	12	2	0.00019998	0.0430957
TBC1D3D	17	34492877	34592039	12	2	0.00019998	0.0430957
TBC1D3E	17	34493120	34590430	12	2	0.00019998	0.0430957
ZNF141	4	331603	378653	12	2	0.00019998	0.0430957
CYFIP1	15	22892005	23006016	38	28	9.999e-05	0.0471953
NIPA2	15	23004684	23034427	38	28	9.999e-05	0.0471953
SMN1	5	70220857	70249769	29	18	0.00029997	0.049595
SPAG11B	8	7300206	7321196	119	141	9.999e-05	0.049895
CDC34	19	531712	542092	10	1	0.00039996	0.0650935
ELANE	19	851014	856247	10	1	0.00019998	0.0650935
GZMM	19	544034	549924	10	1	0.00039996	0.0650935
INPP5A	10	134351324	134596984	10	1	0.00039996	0.0650935
LCN15	9	139654086	139660707	10	1	9.999e-05	0.0650935
MISP	19	751126	764318	10	1	0.00059994	0.0650935
MOV10L1	22	50528308	50600119	10	1	0.00039996	0.0650935
MTMR10	15	31231144	31283810	10	1	9.999e-05	0.0650935
NALCN	13	101706128	102068843	10	1	9.999e-05	0.0650935
PALM	19	708939	748329	10	1	0.00059994	0.0650935
PANX2	22	50609160	50618723	10	1	0.00029997	0.0650935
SDCCAG3	9	139296374	139305061	10	1	9.999e-05	0.0650935
SELO	22	50639408	50656045	10	1	0.00029997	0.0650935
SNAPC4	9	139270029	139293249	10	1	9.999e-05	0.0650935
SYNM	15	99638420	99675798	10	1	0.00059994	0.0650935
TPGS1	19	507497	519654	10	1	0.00039996	0.0650935
TRABD	22	50624344	50638027	10	1	0.00029997	0.0650935
AC005488.1	7	72459478	72464996	8	0	0.00029997	0.0913909
AL035406.1	1	6100630	6101399	8	0	9.999e-05	0.0913909
AP001362.1	11	65358665	65359947	8	0	0.00059994	0.0913909
BNIP3	10	133779959	133795517	8	0	0.00019998	0.0913909
C18orf42	18	5145284	5197502	8	0	0.00049995	0.0913909
C6orf120	6	170102286	170104952	8	0	0.00029997	0.0913909
CCR6	6	167525295	167553184	8	0	0.00029997	0.0913909
CFAP99	4	2420701	2464669	8	0	0.00019998	0.0913909
CHKB-CPT1B	22	51007298	51021394	8	0	9.999e-05	0.0913909
CLRN3	10	129676105	129691211	8	0	0.00019998	0.0913909
CORO1A	16	30194148	30200397	8	0	0.00039996	0.0913909
CPT1B	22	51007290	51016894	8	0	9.999e-05	0.0913909
DACT2	6	168693510	168720434	8	0	0.00029997	0.0913909
DENND6B	22	50747459	50765489	8	0	0.00029997	0.0913909
EHBP1L1	11	65343509	65360121	8	0	0.00059994	0.0913909
ERMARD	6	170151718	170181680	8	0	0.00029997	0.0913909
FGFR1OP	6	167412670	167466201	8	0	0.00029997	0.0913909
FRMD1	6	168456425	168482237	8	0	0.00029997	0.0913909
GNG13	16	848041	850733	8	0	9.999e-05	0.0913909
GPR153	1	6307406	6321035	8	0	0.00029997	0.0913909
GPR31	6	167569759	167571817	8	0	0.00029997	0.0913909
ICMT	1	6281253	6296032	8	0	9.999e-05	0.0913909
IYD	6	150690028	150727105	8	0	0.00019998	0.0913909
KCNK7	11	65360326	65363467	8	0	0.00059994	0.0913909
KIF25	6	168396921	168445769	8	0	0.00029997	0.0913909
KRTAP4-1	17	39340354	39341594	8	0	0.00039996	0.0913909
KRTAP4-11	17	39273433	39274612	8	0	0.00039996	0.0913909
KRTAP4-12	17	39279343	39280419	8	0	0.00039996	0.0913909
KRTAP4-2	17	39333698	39334460	8	0	0.00039996	0.0913909
KRTAP4-3	17	39323483	39324446	8	0	0.00039996	0.0913909
KRTAP4-4	17	39315903	39316983	8	0	0.00039996	0.0913909
KRTAP4-5	17	39305176	39306054	8	0	0.00039996	0.0913909
KRTAP4-6	17	39295685	39296739	8	0	0.00039996	0.0913909
KRTAP4-7	17	39240402	39262319	8	0	0.00039996	0.0913909
KRTAP4-9	17	39261584	39262740	8	0	0.00039996	0.0913909
MAP3K11	11	65365226	65382853	8	0	0.00059994	0.0913909
MKI67	10	129894923	129924649	8	0	0.00019998	0.0913909
MLLT4	6	168227602	168372703	8	0	0.00029997	0.0913909
NQO2	6	2988221	3029103	8	0	0.00019998	0.0913909
OR6X1	11	123624196	123625253	8	0	0.00019998	0.0913909
PHF10	6	170104001	170125662	8	0	0.00029997	0.0913909
PLPP2	19	281040	291504	8	0	0.00039996	0.0913909
PPP2R2D	10	133747955	133773331	8	0	0.00019998	0.0913909
PRPF8	17	1553923	1588176	8	0	0.00029997	0.0913909
PRR25	16	855443	863861	8	0	9.999e-05	0.0913909
PTPRE	10	129705325	129884119	8	0	0.00019998	0.0913909
RILP	17	1549439	1553371	8	0	0.00029997	0.0913909
RNF207	1	6265535	6281359	8	0	9.999e-05	0.0913909
RNF4	4	2463947	2627047	8	0	0.00019998	0.0913909
RTN4RL1	17	1837971	1928639	8	0	0.00029997	0.0913909
SCARF1	17	1537152	1549041	8	0	0.00029997	0.0913909
SCN3B	11	123499895	123525952	8	0	0.00019998	0.0913909
SERPINB1	6	2832566	2842240	8	0	0.00019998	0.0913909
SERPINB9	6	2887500	2903514	8	0	0.00019998	0.0913909
SHANK3	22	51112843	51171726	8	0	9.999e-05	0.0913909
SIPA1	11	65352866	65418401	8	0	0.00059994	0.0913909
SLC43A2	17	1472561	1532180	8	0	0.00029997	0.0913909
SMOC2	6	168841831	169073984	8	0	0.00029997	0.0913909
TCP10	6	167770519	167797998	8	0	0.00029997	0.0913909
TCTE3	6	170140210	170151683	8	0	0.00029997	0.0913909
TFRC	3	195754054	195809060	8	0	0.00029997	0.0913909
THBS2	6	169615875	169654139	8	0	0.00029997	0.0913909
TRIM74	7	72430016	72439997	8	0	0.00029997	0.0913909
TTLL2	6	167738574	167772991	8	0	0.00029997	0.0913909
XRCC4	5	82373317	82649606	8	0	0.00029997	0.0913909
ZNF202	11	123594885	123612383	8	0	0.00019998	0.0913909
ZNF512B	20	62588055	62680111	8	0	0.00019998	0.0913909
DEFB104B	8	7327830	7332604	122	148	0.00019998	0.10209
DEFB106B	8	7340026	7343922	120	145	9.999e-05	0.10209
DEFB103B	8	7286410	7287870	87	96	0.00019998	0.10319
ADGRA1	10	134884433	134945179	11	2	0.00039996	0.113989
KLF13	15	31619058	31727868	11	2	0.00039996	0.113989
SASH1	6	148593440	148873186	11	2	0.00059994	0.113989
SERF1A	5	70196492	70214357	28	18	0.00029997	0.114589
SPN	16	29674300	29682197	16	6	0.00029997	0.117988
C16orf54	16	29753784	29757327	17	7	0.00039996	0.124188
MED15	22	20850200	20941919	103	121	0.00059994	0.136986
BMPR2	2	203241659	203432474	12	3	0.00019998	0.147285
CFAP46	10	134621896	134756327	12	3	0.00059994	0.147285
TRPM1	15	31293264	31453476	12	3	0.00029997	0.147285
ZNF732	4	264464	299110	12	3	0.00019998	0.147285
CHD5	1	6161853	6240183	9	1	0.00059994	0.171283
ENTPD8	9	140328816	140336268	9	1	0.00029997	0.171283
ESPN	1	6484848	6521430	9	1	0.00079992	0.171283
GEMIN4	17	647654	657239	9	1	0.00079992	0.171283
GLOD4	17	660337	686630	9	1	0.00079992	0.171283
HDAC10	22	50683612	50689834	9	1	0.00089991	0.171283
INPP5E	9	139323071	139334274	9	1	0.00019998	0.171283
LILRA5	19	54818353	54824409	9	1	0.00059994	0.171283
MADCAM1	19	489176	505342	9	1	0.00069993	0.171283
MAPK11	22	50702142	50709196	9	1	0.00089991	0.171283
MAPK12	22	50683879	50700254	9	1	0.00089991	0.171283
NOXA1	9	140317802	140328858	9	1	0.00029997	0.171283
NPW	16	2059927	2070756	9	1	0.00089991	0.171283
NSMF	9	140342022	140353786	9	1	0.00029997	0.171283
OR10D3	11	124055923	124056952	9	1	0.00049995	0.171283
PMPCA	9	139305022	139318213	9	1	0.00039996	0.171283
PPP1R14C	6	150464212	150571493	9	1	0.00059994	0.171283
RGS12	4	3294755	3441640	9	1	0.00029997	0.171283
RNMTL1	17	685513	695749	9	1	0.00079992	0.171283
STK17B	2	196998290	197041227	9	1	9.999e-05	0.171283
THEG	19	361747	376670	9	1	0.00059994	0.171283
THOC1	18	214520	268050	9	1	0.00079992	0.171283
TNFRSF25	1	6521211	6526255	9	1	0.00079992	0.171283
USP14	18	158383	214629	9	1	0.00059994	0.171283
VWA5A	11	123986069	124018428	9	1	0.00049995	0.171283
ZNF598	16	2047655	2059824	9	1	0.00089991	0.171283
ABCA7	19	1040102	1065571	7	0	0.00079992	0.247075
ABHD17A	19	1876809	1885546	7	0	0.00029997	0.247075
AC004528.1	19	999601	999952	7	0	0.00069993	0.247075
AC027309.1	5	172036245	172036436	7	0	0.00059994	0.247075
ACR	22	51176624	51183762	7	0	0.00029997	0.247075
ADD1	4	2845584	2931803	7	0	0.00029997	0.247075
ALG12	22	50293877	50312106	7	0	0.00039996	0.247075
ARPC4	3	9834179	9849410	7	0	0.00089991	0.247075
ARPC4-TTLL3	3	9834766	9877085	7	0	0.00089991	0.247075
ASCC3	6	100956070	101329248	7	0	0.00119988	0.247075
BAMBI	10	28966271	28971868	7	0	0.00039996	0.247075
BOP1	8	145486055	145515082	7	0	0.00049995	0.247075
BRPF1	3	9773413	9789702	7	0	0.00089991	0.247075
C10orf90	10	128113566	128359015	7	0	0.00109989	0.247075
C10orf99	10	85933494	85945050	7	0	0.00039996	0.247075
C6orf118	6	165693153	165723096	7	0	0.00059994	0.247075
CAMK1	3	9799026	9811676	7	0	0.00089991	0.247075
CAPN15	16	577717	604636	7	0	0.00089991	0.247075
CASKIN1	16	2227181	2246526	7	0	0.00059994	0.247075
CDHR1	10	85954391	85979377	7	0	0.00039996	0.247075
CDKN2AIP	4	184365744	184369351	7	0	0.00059994	0.247075
CFAP97	4	186080819	186130658	7	0	0.00069993	0.247075
CLDN22	4	184239347	184241927	7	0	0.00059994	0.247075
CLDN24	4	184242917	184243579	7	0	0.00059994	0.247075
CLMP	11	122940573	123065989	7	0	0.00079992	0.247075
CNN2	19	1026580	1039067	7	0	0.00039996	0.247075
CPNE9	3	9745491	9771592	7	0	0.00089991	0.247075
CREBBP	16	3775055	3930727	7	0	0.00069993	0.247075
CRELD2	22	50311815	50321188	7	0	0.00039996	0.247075
DCTD	4	183811213	183839089	7	0	0.00059994	0.247075
DGAT1	8	145539954	145550573	7	0	0.00059994	0.247075
DPH1	17	1933404	1946724	7	0	0.00059994	0.247075
DUSP1	5	172195093	172198198	7	0	0.00059994	0.247075
EFCAB9	5	171621176	171630456	7	0	0.00049995	0.247075
EPB41L3	18	5392380	5630699	7	0	0.00079992	0.247075
ERGIC1	5	172261278	172379688	7	0	0.00059994	0.247075
FAM193A	4	2626988	2734292	7	0	0.00029997	0.247075
FAM89B	11	65339820	65341669	7	0	0.00059994	0.247075
FBXO31	16	87360593	87425748	7	0	0.0009999	0.247075
FGF18	5	170846660	170884627	7	0	0.00059994	0.247075
GHITM	10	85899196	85913311	7	0	0.00039996	0.247075
HES3	1	6304252	6305638	7	0	0.00049995	0.247075
HIC1	17	1957448	1966535	7	0	0.00059994	0.247075
HMHA1	19	1065922	1086627	7	0	0.00079992	0.247075
HSF1	8	145515273	145538385	7	0	0.00059994	0.247075
HTT	4	3076408	3245686	7	0	0.00029997	0.247075
IL17REL	22	50432942	50451088	7	0	0.00039996	0.247075
ING2	4	184426147	184432249	7	0	0.00059994	0.247075
LHPP	10	126150403	126306457	7	0	0.00059994	0.247075
LRIT1	10	85991349	86001217	7	0	0.00039996	0.247075
LRIT2	10	85980251	85985345	7	0	0.00039996	0.247075
MAP1LC3B	16	87417601	87438385	7	0	0.0009999	0.247075
MFSD10	4	2932288	2936586	7	0	0.00029997	0.247075
MLC1	22	50497820	50524331	7	0	0.00039996	0.247075
MPC1	6	166778407	166796501	7	0	0.00059994	0.247075
MSANTD1	4	3246096	3273465	7	0	0.00029997	0.247075
MTMR14	3	9691117	9744078	7	0	0.00089991	0.247075
NEURL1B	5	172068269	172118543	7	0	0.00059994	0.247075
NPS	10	129347633	129350903	7	0	0.00109989	0.247075
OGG1	3	9791628	9829903	7	0	0.00089991	0.247075
OR4F4	15	102462245	102463298	7	0	0.00059994	0.247075
OVCA2	17	1945230	1946724	7	0	0.00059994	0.247075
PANK4	1	2439972	2458067	7	0	0.0009999	0.247075
PIM3	22	50354161	50357728	7	0	0.00039996	0.247075
PLCH2	1	2357419	2436969	7	0	0.0009999	0.247075
POM121	7	72349936	72421979	7	0	0.00079992	0.247075
PRR18	6	166718788	166721936	7	0	0.00059994	0.247075
PRR35	16	610422	615528	7	0	0.00089991	0.247075
PSMG4	6	3231637	3303607	7	0	0.00059994	0.247075
RAB26	16	2190804	2204166	7	0	0.00059994	0.247075
RGR	10	86004809	86019716	7	0	0.00039996	0.247075
RPL26L1	5	172385732	172396774	7	0	0.00059994	0.247075
RWDD4	4	184560788	184580378	7	0	0.00059994	0.247075
SCRT1	8	145554228	145559943	7	0	0.00059994	0.247075
SCXA	8	145490549	145492470	7	0	0.00049995	0.247075
SDIM1	6	166307330	166309725	7	0	0.00059994	0.247075
SERPINB6	6	2948393	2972399	7	0	0.00059994	0.247075
SFT2D1	6	166733216	166756079	7	0	0.00059994	0.247075
SH3BP2	4	2794750	2842825	7	0	0.00029997	0.247075
SMIM23	5	171212876	171221602	7	0	0.00069993	0.247075
SNX25	4	186125391	186291339	7	0	0.00069993	0.247075
SOX18	20	62678935	62680994	7	0	0.00049995	0.247075
SSSCA1	11	65337901	65341413	7	0	0.00059994	0.247075
STOX2	4	184774584	184944679	7	0	0.00059994	0.247075
T	6	166571144	166582188	7	0	0.00059994	0.247075
TADA3	3	9821544	9834695	7	0	0.00089991	0.247075
TCEA2	20	62681189	62703700	7	0	0.00049995	0.247075
TIAM1	21	32490734	32932290	7	0	0.00229977	0.247075
TNFRSF18	1	1138888	1142071	7	0	0.00079992	0.247075
TNFRSF4	1	1146706	1149518	7	0	0.00079992	0.247075
TNIP2	4	2743375	2758103	7	0	0.00029997	0.247075
TPO	2	1377995	1547483	7	0	0.00039996	0.247075
TRAF7	16	2205699	2228130	7	0	0.00059994	0.247075
TRAPPC11	4	184580420	184634747	7	0	0.00059994	0.247075
TRPM2	21	45770046	45862964	7	0	0.00109989	0.247075
TTLL3	3	9849770	9896822	7	0	0.00089991	0.247075
TTLL8	22	50453552	50495364	7	0	0.00039996	0.247075
TUBB2B	6	3224495	3231964	7	0	0.00059994	0.247075
UBTD2	5	171636644	171711075	7	0	0.00049995	0.247075
USP15	12	62654119	62811211	7	0	0.00049995	0.247075
USP6	17	5019733	5078329	7	0	0.00109989	0.247075
WAC	10	28821422	28912041	7	0	0.00039996	0.247075
WDR18	19	984271	998437	7	0	0.00069993	0.247075
WWC2	4	184020446	184241930	7	0	0.00059994	0.247075
Z98049.1	6	166945369	166947709	7	0	0.00059994	0.247075
ZBED4	22	50247490	50283726	7	0	0.00039996	0.247075
ZBTB14	18	5289018	5297052	7	0	0.00079992	0.247075
ZCCHC14	16	87439852	87525651	7	0	0.0009999	0.247075
KANSL1	17	44107282	44302740	94	110	0.00019998	0.263074
CPLX1	4	778745	819986	15	6	0.00039996	0.271973
GMDS	6	1624041	2245926	15	6	0.00059994	0.271973
ADAM8	10	135075907	135090372	10	2	0.00069993	0.29767
APOBEC3C	22	39410088	39416357	10	2	0.00109989	0.29767
APOBEC3D	22	39410368	39429281	10	2	0.00109989	0.29767
DOCK1	10	128593978	129250781	10	2	0.00089991	0.29767
IGF1R	15	99192200	99507759	10	2	0.00039996	0.29767
KNDC1	10	134973951	135039916	10	2	0.00049995	0.29767
ODF3L2	19	463346	474983	10	2	0.00069993	0.29767
SEC16A	9	139334548	139378211	10	2	0.00139986	0.29767
TUBGCP6	22	50656118	50683421	10	2	0.00079992	0.29767
UTF1	10	135043778	135045062	10	2	0.00049995	0.29767
VENTX	10	135050908	135055433	10	2	0.00049995	0.29767
AC009133.22	16	29674600	29706465	16	7	0.00059994	0.30487
LYSMD4	15	100255902	100273766	11	3	0.00109989	0.341366
DEFB107B	8	7353368	7366833	110	137	0.00029997	0.350365
ACOT7	1	6324329	6454451	8	1	0.00159984	0.406459
ADCY9	16	4003388	4166186	8	1	0.00159984	0.406459
AL022328.1	22	50714103	50714350	8	1	0.00149985	0.406459
ANXA11	10	81910645	81965328	8	1	0.00089991	0.406459
ATG7	3	11313995	11599139	8	1	0.00169983	0.406459
ATRNL1	10	116853124	117708503	8	1	0.00119988	0.406459
ENOSF1	18	670324	712676	8	1	0.00119988	0.406459
FOXI2	10	129535499	129539450	8	1	0.00069993	0.406459
GLRX3	10	131934663	131982785	8	1	0.00059994	0.406459
HGFAC	4	3443614	3451222	8	1	0.00059994	0.406459
ITGAE	17	3617922	3704537	8	1	0.00139986	0.406459
MYL12A	18	3247479	3256234	8	1	0.00119988	0.406459
MYL12B	18	3261907	3278282	8	1	0.00119988	0.406459
PLAC9	10	81891438	81905115	8	1	0.00089991	0.406459
PLEC	8	144989315	145050902	8	1	0.00109989	0.406459
PLEKHG5	1	6526152	6580121	8	1	0.00179982	0.406459
PLXNB2	22	50713408	50746056	8	1	0.00149985	0.406459
RPL22	1	6241329	6269449	8	1	0.00089991	0.406459
RPS6KA2	6	166822852	167319939	8	1	0.00129987	0.406459
SFTPD	10	81697496	81742370	8	1	0.00089991	0.406459
SYNGR3	16	2039661	2044276	8	1	0.0019998	0.406459
TGIF1	18	3411606	3459976	8	1	0.00119988	0.406459
TMEM254	10	81838402	81852313	8	1	0.00089991	0.406459
TYMS	18	657604	673578	8	1	0.00119988	0.406459
WDR27	6	169857307	170102144	8	1	0.00119988	0.406459
YES1	18	721588	812547	8	1	0.00119988	0.406459
OR4N2	14	20187174	20296531	67	73	0.00059994	0.427757
ABLIM1	10	116190872	116444762	6	0	0.00139986	0.579642
ACE	17	61554422	61575741	6	0	0.00159984	0.579642
ACSL1	4	185676749	185747972	6	0	0.00139986	0.579642
ACSL5	10	114133776	114188138	6	0	0.00139986	0.579642
ADAM12	10	127700950	128077024	6	0	0.00209979	0.579642
ADIRF	10	88727949	88743691	6	0	0.00129987	0.579642
ADRB1	10	115803815	115806667	6	0	0.00139986	0.579642
AFAP1L2	10	116054583	116164515	6	0	0.00139986	0.579642
AL162407.1	10	115674530	115676949	6	0	0.00139986	0.579642
AL359195.1	10	82009466	82013395	6	0	0.00129987	0.579642
ALOX15	17	4534197	4545589	6	0	0.00179982	0.579642
ANKFY1	17	4067201	4167272	6	0	0.00179982	0.579642
ANKRD37	4	186317175	186321782	6	0	0.00139986	0.579642
AP001094.1	18	8336437	8337038	6	0	0.00159984	0.579642
ARHGAP28	18	6729717	6915715	6	0	0.00159984	0.579642
ARRB2	17	4613784	4624794	6	0	0.00179982	0.579642
ATP2A3	17	3827164	3867758	6	0	0.00179982	0.579642
BDH1	3	197236654	197300194	6	0	0.00219978	0.579642
BMPR1A	10	88516407	88692595	6	0	0.00129987	0.579642
BOD1	5	173034517	173043663	6	0	0.0019998	0.579642
BOLA2B	16	30204255	30205627	6	0	0.00259974	0.579642
BRICD5	16	2259254	2261951	6	0	0.00169983	0.579642
BSX	11	122848278	122852428	6	0	0.00159984	0.579642
C10orf82	10	118423207	118429775	6	0	0.00139986	0.579642
C11orf63	11	122753236	122830506	6	0	0.00159984	0.579642
C17orf107	17	4802713	4806227	6	0	0.00179982	0.579642
C4orf47	4	186347403	186370980	6	0	0.00139986	0.579642
C5orf47	5	173400782	173433143	6	0	0.0019998	0.579642
C6orf201	6	4079443	4131185	6	0	0.00179982	0.579642
C6ORF50	6	3982909	3984372	6	0	0.00179982	0.579642
C7orf61	7	100054238	100061894	6	0	0.00209979	0.579642
CAMKK1	17	3763609	3798185	6	0	0.00179982	0.579642
CASP3	4	185548850	185570663	6	0	0.00139986	0.579642
CASP7	10	115438921	115490666	6	0	0.00139986	0.579642
CCDC172	10	118083940	118139541	6	0	0.00139986	0.579642
CCDC186	10	115880621	115933979	6	0	0.00139986	0.579642
CCSER2	10	86088342	86278277	6	0	0.00129987	0.579642
CD79B	17	62006100	62009714	6	0	0.00159984	0.579642
CELSR1	22	46756731	46933067	6	0	0.00159984	0.579642
CENPU	4	185615772	185655287	6	0	0.00139986	0.579642
CEP19	3	196433148	196439164	6	0	0.00219978	0.579642
CHRNE	17	4801069	4806369	6	0	0.00179982	0.579642
CIDEC	3	9908395	9921938	6	0	0.00139986	0.579642
CPEB4	5	173315283	173388979	6	0	0.0019998	0.579642
CTD-2501B8.1	17	61562184	61599209	6	0	0.00159984	0.579642
CXCL16	17	4636821	4643217	6	0	0.00179982	0.579642
CYB5D2	17	4046462	4090605	6	0	0.00179982	0.579642
DCLRE1A	10	115594484	115614142	6	0	0.00139986	0.579642
DNAJC11	1	6694228	6761984	6	0	0.00139986	0.579642
DYDC1	10	82095861	82116511	6	0	0.00129987	0.579642
